distrito,fecha,poblacion
CHAMARTÍN,2021-10-01,145275
CARABANCHEL,2021-10-01,256881
CHAMBERÍ,2021-10-01,138356
CIUDAD LINEAL,2021-11-01,215541
SAN BLAS-CANILLEJAS,2021-11-01,159985
BARAJAS,2021-11-01,50359
FUENCARRAL - EL PARDO,2021-11-01,247801
VILLAVERDE,2021-11-01,155047
PUENTE DE VALLECAS,2021-11-01,237512
SALAMANCA,2021-11-01,147206
USERA,2021-11-01,142037
CHAMARTÍN,2021-11-01,145477
MORATALAZ,2021-11-01,92966
VICÁLVARO,2021-11-01,79435
ARGANZUELA,2021-11-01,153982
VILLA DE VALLECAS,2021-11-01,115473
HORTALEZA,2021-11-01,194568
MONCLOA - ARAVACA,2021-11-01,121312
RETIRO,2021-11-01,118546
TETUÁN,2021-11-01,159053
CARABANCHEL,2021-11-01,257632
CENTRO,2021-11-01,142436
LATINA,2021-11-01,238985
CHAMBERÍ,2021-11-01,138783
CHAMARTÍN,2021-12-01,144670
CIUDAD LINEAL,2021-12-01,214613
TETUÁN,2021-12-01,157856
SALAMANCA,2021-12-01,145941
VILLA DE VALLECAS,2021-12-01,115108
HORTALEZA,2021-12-01,193797
CHAMBERÍ,2021-12-01,137729
SAN BLAS-CANILLEJAS,2021-12-01,159291
VILLAVERDE,2021-12-01,154305
BARAJAS,2021-12-01,50216
PUENTE DE VALLECAS,2021-12-01,236336
USERA,2021-12-01,141220
ARGANZUELA,2021-12-01,153027
MORATALAZ,2021-12-01,92659
CENTRO,2021-12-01,140183
MONCLOA - ARAVACA,2021-12-01,120746
FUENCARRAL - EL PARDO,2021-12-01,246859
RETIRO,2021-12-01,117972
CARABANCHEL,2021-12-01,256283
LATINA,2021-12-01,237780
VICÁLVARO,2021-12-01,79442
VILLAVERDE,2022-01-01,154800
CENTRO,2022-01-01,140534
VICÁLVARO,2022-01-01,79821
MONCLOA - ARAVACA,2022-01-01,120777
CIUDAD LINEAL,2022-01-01,215152
MORATALAZ,2022-01-01,92766
VILLA DE VALLECAS,2022-01-01,115479
CHAMARTÍN,2022-01-01,144940
PUENTE DE VALLECAS,2022-01-01,237062
TETUÁN,2022-01-01,158339
LATINA,2022-01-01,238317
USERA,2022-01-01,141610
FUENCARRAL - EL PARDO,2022-01-01,247277
SALAMANCA,2022-01-01,146173
ARGANZUELA,2022-01-01,153433
CHAMBERÍ,2022-01-01,137929
HORTALEZA,2022-01-01,194208
BARAJAS,2022-01-01,50252
RETIRO,2022-01-01,118138
CARABANCHEL,2022-01-01,257214
SAN BLAS-CANILLEJAS,2022-01-01,159693
MORATALAZ,2022-02-01,92725
BARAJAS,2022-02-01,48623
RETIRO,2022-02-01,118110
ARGANZUELA,2022-02-01,153389
CARABANCHEL,2022-02-01,257353
PUENTE DE VALLECAS,2022-02-01,237460
LATINA,2022-02-01,238531
CHAMBERÍ,2022-02-01,137914
FUENCARRAL - EL PARDO,2022-02-01,247308
MONCLOA - ARAVACA,2022-02-01,120713
VILLAVERDE,2022-02-01,155235
SALAMANCA,2022-02-01,146024
VILLA DE VALLECAS,2022-02-01,115660
VICÁLVARO,2022-02-01,80358
CENTRO,2022-02-01,140359
TETUÁN,2022-02-01,158455
CIUDAD LINEAL,2022-02-01,215314
CHAMARTÍN,2022-02-01,144977
HORTALEZA,2022-02-01,195994
SAN BLAS-CANILLEJAS,2022-02-01,160015
USERA,2022-02-01,141655
SAN BLAS-CANILLEJAS,2022-03-01,160588
CIUDAD LINEAL,2022-03-01,216073
BARAJAS,2022-03-01,48702
FUENCARRAL - EL PARDO,2022-03-01,247973
VILLAVERDE,2022-03-01,156219
HORTALEZA,2022-03-01,196851
USERA,2022-03-01,142331
RETIRO,2022-03-01,118306
CENTRO,2022-03-01,140495
CARABANCHEL,2022-03-01,258858
MONCLOA - ARAVACA,2022-03-01,120992
SALAMANCA,2022-03-01,146015
PUENTE DE VALLECAS,2022-03-01,238738
ARGANZUELA,2022-03-01,153518
VILLA DE VALLECAS,2022-03-01,116199
CHAMBERÍ,2022-03-01,138234
CHAMARTÍN,2022-03-01,145028
TETUÁN,2022-03-01,158983
LATINA,2022-03-01,239611
MORATALAZ,2022-03-01,92917
VICÁLVARO,2022-03-01,81058
CENTRO,2022-04-01,140678
HORTALEZA,2022-04-01,197262
SALAMANCA,2022-04-01,146212
PUENTE DE VALLECAS,2022-04-01,239595
USERA,2022-04-01,142878
FUENCARRAL - EL PARDO,2022-04-01,248604
CARABANCHEL,2022-04-01,260017
BARAJAS,2022-04-01,48850
VICÁLVARO,2022-04-01,81588
CIUDAD LINEAL,2022-04-01,216808
MONCLOA - ARAVACA,2022-04-01,121218
ARGANZUELA,2022-04-01,153739
CHAMBERÍ,2022-04-01,138377
MORATALAZ,2022-04-01,93123
RETIRO,2022-04-01,118416
CHAMARTÍN,2022-04-01,145210
TETUÁN,2022-04-01,159505
VILLAVERDE,2022-04-01,156979
SAN BLAS-CANILLEJAS,2022-04-01,160987
VILLA DE VALLECAS,2022-04-01,116476
LATINA,2022-04-01,240483
SAN BLAS-CANILLEJAS,2022-05-01,161563
FUENCARRAL - EL PARDO,2022-05-01,248772
RETIRO,2022-05-01,118519
PUENTE DE VALLECAS,2022-05-01,240343
SALAMANCA,2022-05-01,146268
LATINA,2022-05-01,241229
ARGANZUELA,2022-05-01,153937
CHAMBERÍ,2022-05-01,138514
CARABANCHEL,2022-05-01,261317
BARAJAS,2022-05-01,48839
CENTRO,2022-05-01,141001
TETUÁN,2022-05-01,159877
CIUDAD LINEAL,2022-05-01,217295
VILLA DE VALLECAS,2022-05-01,116707
VILLAVERDE,2022-05-01,157619
CHAMARTÍN,2022-05-01,145185
VICÁLVARO,2022-05-01,82027
MONCLOA - ARAVACA,2022-05-01,121422
HORTALEZA,2022-05-01,197793
MORATALAZ,2022-05-01,93326
USERA,2022-05-01,143338
MONCLOA - ARAVACA,2022-06-01,121647
MORATALAZ,2022-06-01,93362
RETIRO,2022-06-01,118533
VILLAVERDE,2022-06-01,157990
CENTRO,2022-06-01,141072
VILLA DE VALLECAS,2022-06-01,116924
LATINA,2022-06-01,241551
CHAMBERÍ,2022-06-01,138638
CHAMARTÍN,2022-06-01,145285
HORTALEZA,2022-06-01,198180
ARGANZUELA,2022-06-01,154071
TETUÁN,2022-06-01,160164
SALAMANCA,2022-06-01,146246
PUENTE DE VALLECAS,2022-06-01,240828
USERA,2022-06-01,143517
FUENCARRAL - EL PARDO,2022-06-01,249081
BARAJAS,2022-06-01,48844
CIUDAD LINEAL,2022-06-01,218074
SAN BLAS-CANILLEJAS,2022-06-01,161763
CARABANCHEL,2022-06-01,261908
VICÁLVARO,2022-06-01,82303
BARAJAS,2022-07-01,48846
USERA,2022-07-01,143695
CARABANCHEL,2022-07-01,262496
VICÁLVARO,2022-07-01,82577
PUENTE DE VALLECAS,2022-07-01,241308
FUENCARRAL - EL PARDO,2022-07-01,249387
MORATALAZ,2022-07-01,93394
SALAMANCA,2022-07-01,146224
LATINA,2022-07-01,241869
VILLA DE VALLECAS,2022-07-01,117140
CHAMBERÍ,2022-07-01,138758
CHAMARTÍN,2022-07-01,145383
RETIRO,2022-07-01,118545
TETUÁN,2022-07-01,160449
ARGANZUELA,2022-07-01,154200
MONCLOA - ARAVACA,2022-07-01,121869
CIUDAD LINEAL,2022-07-01,218848
HORTALEZA,2022-07-01,198565
SAN BLAS-CANILLEJAS,2022-07-01,161957
CENTRO,2022-07-01,141143
VILLAVERDE,2022-07-01,158358
TETUÁN,2022-08-01,159930
VILLA DE VALLECAS,2022-08-01,117029
SALAMANCA,2022-08-01,145498
CARABANCHEL,2022-08-01,262037
CHAMBERÍ,2022-08-01,138195
LATINA,2022-08-01,241467
CHAMARTÍN,2022-08-01,144802
MONCLOA - ARAVACA,2022-08-01,121626
VILLAVERDE,2022-08-01,158253
SAN BLAS-CANILLEJAS,2022-08-01,161713
FUENCARRAL - EL PARDO,2022-08-01,248875
PUENTE DE VALLECAS,2022-08-01,241102
ARGANZUELA,2022-08-01,153725
MORATALAZ,2022-08-01,93294
RETIRO,2022-08-01,118263
BARAJAS,2022-08-01,48734
CENTRO,2022-08-01,140024
CIUDAD LINEAL,2022-08-01,218566
USERA,2022-08-01,143414
HORTALEZA,2022-08-01,198350
VICÁLVARO,2022-08-01,82670
FUENCARRAL - EL PARDO,2022-09-01,249290
USERA,2022-09-01,143635
LATINA,2022-09-01,241978
BARAJAS,2022-09-01,48808
CHAMARTÍN,2022-09-01,145368
SAN BLAS-CANILLEJAS,2022-09-01,162002
ARGANZUELA,2022-09-01,154118
MONCLOA - ARAVACA,2022-09-01,122097
CARABANCHEL,2022-09-01,262970
SALAMANCA,2022-09-01,146447
MORATALAZ,2022-09-01,93399
CIUDAD LINEAL,2022-09-01,219384
TETUÁN,2022-09-01,160729
HORTALEZA,2022-09-01,198926
RETIRO,2022-09-01,118444
PUENTE DE VALLECAS,2022-09-01,241863
VILLAVERDE,2022-09-01,158870
VILLA DE VALLECAS,2022-09-01,117415
CENTRO,2022-09-01,140723
CHAMBERÍ,2022-09-01,138881
VICÁLVARO,2022-09-01,83029
MONCLOA - ARAVACA,2022-10-01,122360
HORTALEZA,2022-10-01,199141
CHAMARTÍN,2022-10-01,145630
VILLAVERDE,2022-10-01,159298
USERA,2022-10-01,143803
FUENCARRAL - EL PARDO,2022-10-01,249603
CHAMBERÍ,2022-10-01,139374
CENTRO,2022-10-01,141405
LATINA,2022-10-01,242282
BARAJAS,2022-10-01,48880
RETIRO,2022-10-01,118639
SALAMANCA,2022-10-01,147055
VICÁLVARO,2022-10-01,83391
CARABANCHEL,2022-10-01,263539
CIUDAD LINEAL,2022-10-01,219846
TETUÁN,2022-10-01,161166
ARGANZUELA,2022-10-01,154371
VILLA DE VALLECAS,2022-10-01,117674
PUENTE DE VALLECAS,2022-10-01,242531
MORATALAZ,2022-10-01,93446
SAN BLAS-CANILLEJAS,2022-10-01,162141
LATINA,2022-11-01,241738
HORTALEZA,2022-11-01,198477
MORATALAZ,2022-11-01,93069
MONCLOA - ARAVACA,2022-11-01,122024
BARAJAS,2022-11-01,48728
VICÁLVARO,2022-11-01,83498
ARGANZUELA,2022-11-01,153732
VILLA DE VALLECAS,2022-11-01,117392
VILLAVERDE,2022-11-01,158913
PUENTE DE VALLECAS,2022-11-01,241236
FUENCARRAL - EL PARDO,2022-11-01,248755
RETIRO,2022-11-01,118186
CARABANCHEL,2022-11-01,262348
CHAMARTÍN,2022-11-01,145030
CIUDAD LINEAL,2022-11-01,219963
CENTRO,2022-11-01,139924
SALAMANCA,2022-11-01,146033
TETUÁN,2022-11-01,160169
USERA,2022-11-01,142799
SAN BLAS-CANILLEJAS,2022-11-01,161363
CHAMBERÍ,2022-11-01,138658
VICÁLVARO,2022-12-01,0
BARAJAS,2022-12-01,0
CARABANCHEL,2022-12-01,0
SALAMANCA,2022-12-01,0
LATINA,2022-12-01,0
CENTRO,2022-12-01,0
ARGANZUELA,2022-12-01,0
CHAMARTÍN,2022-12-01,0
MONCLOA - ARAVACA,2022-12-01,0
CIUDAD LINEAL,2022-12-01,0
MORATALAZ,2022-12-01,0
TETUÁN,2022-12-01,0
PUENTE DE VALLECAS,2022-12-01,0
FUENCARRAL - EL PARDO,2022-12-01,0
VILLAVERDE,2022-12-01,0
USERA,2022-12-01,0
RETIRO,2022-12-01,0
SAN BLAS-CANILLEJAS,2022-12-01,0
HORTALEZA,2022-12-01,0
CHAMBERÍ,2022-12-01,0
VILLA DE VALLECAS,2022-12-01,0
SALAMANCA,2023-01-01,0
CHAMBERÍ,2023-01-01,0
ARGANZUELA,2023-01-01,0
TETUÁN,2023-01-01,0
CENTRO,2023-01-01,0
HORTALEZA,2023-01-01,0
MONCLOA - ARAVACA,2023-01-01,0
CIUDAD LINEAL,2023-01-01,0
MORATALAZ,2023-01-01,0
CHAMARTÍN,2023-01-01,0
USERA,2023-01-01,0
VILLAVERDE,2023-01-01,0
LATINA,2023-01-01,0
PUENTE DE VALLECAS,2023-01-01,0
BARAJAS,2023-01-01,0
FUENCARRAL - EL PARDO,2023-01-01,0
VILLA DE VALLECAS,2023-01-01,0
CARABANCHEL,2023-01-01,0
RETIRO,2023-01-01,0
SAN BLAS-CANILLEJAS,2023-01-01,0
VICÁLVARO,2023-01-01,0
BARAJAS,2023-02-01,0
LATINA,2023-02-01,0
RETIRO,2023-02-01,0
VICÁLVARO,2023-02-01,0
HORTALEZA,2023-02-01,0
MORATALAZ,2023-02-01,0
CHAMBERÍ,2023-02-01,0
CIUDAD LINEAL,2023-02-01,0
ARGANZUELA,2023-02-01,0
USERA,2023-02-01,0
SALAMANCA,2023-02-01,0
CARABANCHEL,2023-02-01,0
FUENCARRAL - EL PARDO,2023-02-01,0
MONCLOA - ARAVACA,2023-02-01,0
TETUÁN,2023-02-01,0
VILLAVERDE,2023-02-01,0
SAN BLAS-CANILLEJAS,2023-02-01,0
PUENTE DE VALLECAS,2023-02-01,0
CENTRO,2023-02-01,0
CHAMARTÍN,2023-02-01,0
VILLA DE VALLECAS,2023-02-01,0
SALAMANCA,2023-03-01,0
USERA,2023-03-01,0
PUENTE DE VALLECAS,2023-03-01,0
SAN BLAS-CANILLEJAS,2023-03-01,0
BARAJAS,2023-03-01,0
RETIRO,2023-03-01,0
HORTALEZA,2023-03-01,0
VILLAVERDE,2023-03-01,0
CHAMBERÍ,2023-03-01,0
TETUÁN,2023-03-01,0
CIUDAD LINEAL,2023-03-01,0
VILLA DE VALLECAS,2023-03-01,0
CARABANCHEL,2023-03-01,0
FUENCARRAL - EL PARDO,2023-03-01,0
MORATALAZ,2023-03-01,0
MONCLOA - ARAVACA,2023-03-01,0
ARGANZUELA,2023-03-01,0
VICÁLVARO,2023-03-01,0
CENTRO,2023-03-01,0
LATINA,2023-03-01,0
CHAMARTÍN,2023-03-01,0
MORATALAZ,2023-04-01,0
CHAMBERÍ,2023-04-01,0
BARAJAS,2023-04-01,0
MONCLOA - ARAVACA,2023-04-01,0
VICÁLVARO,2023-04-01,0
TETUÁN,2023-04-01,0
CIUDAD LINEAL,2023-04-01,0
SALAMANCA,2023-04-01,0
VILLAVERDE,2023-04-01,0
CARABANCHEL,2023-04-01,0
HORTALEZA,2023-04-01,0
LATINA,2023-04-01,0
FUENCARRAL - EL PARDO,2023-04-01,0
CENTRO,2023-04-01,0
PUENTE DE VALLECAS,2023-04-01,0
VILLA DE VALLECAS,2023-04-01,0
USERA,2023-04-01,0
SAN BLAS-CANILLEJAS,2023-04-01,0
ARGANZUELA,2023-04-01,0
RETIRO,2023-04-01,0
CHAMARTÍN,2023-04-01,0
HORTALEZA,2023-05-01,0
TETUÁN,2023-05-01,0
CENTRO,2023-05-01,0
MORATALAZ,2023-05-01,0
CIUDAD LINEAL,2023-05-01,0
VILLA DE VALLECAS,2023-05-01,0
ARGANZUELA,2023-05-01,0
FUENCARRAL - EL PARDO,2023-05-01,0
SALAMANCA,2023-05-01,0
VICÁLVARO,2023-05-01,0
VILLAVERDE,2023-05-01,0
SAN BLAS-CANILLEJAS,2023-05-01,0
USERA,2023-05-01,0
PUENTE DE VALLECAS,2023-05-01,0
CHAMBERÍ,2023-05-01,0
CARABANCHEL,2023-05-01,0
RETIRO,2023-05-01,0
MONCLOA - ARAVACA,2023-05-01,0
LATINA,2023-05-01,0
CHAMARTÍN,2023-05-01,0
BARAJAS,2023-05-01,0
CIUDAD LINEAL,2023-06-01,0
VICÁLVARO,2023-06-01,0
USERA,2023-06-01,0
CARABANCHEL,2023-06-01,0
SAN BLAS-CANILLEJAS,2023-06-01,0
CENTRO,2023-06-01,0
VILLA DE VALLECAS,2023-06-01,0
PUENTE DE VALLECAS,2023-06-01,0
VILLAVERDE,2023-06-01,0
FUENCARRAL - EL PARDO,2023-06-01,0
CHAMARTÍN,2023-06-01,0
ARGANZUELA,2023-06-01,0
MORATALAZ,2023-06-01,0
MONCLOA - ARAVACA,2023-06-01,0
SALAMANCA,2023-06-01,0
BARAJAS,2023-06-01,0
LATINA,2023-06-01,0
CHAMBERÍ,2023-06-01,0
TETUÁN,2023-06-01,0
RETIRO,2023-06-01,0
HORTALEZA,2023-06-01,0
CARABANCHEL,2023-07-01,0
HORTALEZA,2023-07-01,0
CENTRO,2023-07-01,0
ARGANZUELA,2023-07-01,0
PUENTE DE VALLECAS,2023-07-01,0
SALAMANCA,2023-07-01,0
VILLAVERDE,2023-07-01,0
FUENCARRAL - EL PARDO,2023-07-01,0
CHAMBERÍ,2023-07-01,0
RETIRO,2023-07-01,0
SAN BLAS-CANILLEJAS,2023-07-01,0
CIUDAD LINEAL,2023-07-01,0
VILLA DE VALLECAS,2023-07-01,0
MORATALAZ,2023-07-01,0
MONCLOA - ARAVACA,2023-07-01,0
VICÁLVARO,2023-07-01,0
TETUÁN,2023-07-01,0
LATINA,2023-07-01,0
USERA,2023-07-01,0
BARAJAS,2023-07-01,0
CHAMARTÍN,2023-07-01,0
MONCLOA - ARAVACA,2023-08-01,0
SAN BLAS-CANILLEJAS,2023-08-01,0
CHAMBERÍ,2023-08-01,0
SALAMANCA,2023-08-01,0
VILLAVERDE,2023-08-01,0
VILLA DE VALLECAS,2023-08-01,0
ARGANZUELA,2023-08-01,0
LATINA,2023-08-01,0
CHAMARTÍN,2023-08-01,0
CENTRO,2023-08-01,0
PUENTE DE VALLECAS,2023-08-01,0
TETUÁN,2023-08-01,0
BARAJAS,2023-08-01,0
RETIRO,2023-08-01,0
FUENCARRAL - EL PARDO,2023-08-01,0
HORTALEZA,2023-08-01,0
VICÁLVARO,2023-08-01,0
USERA,2023-08-01,0
CARABANCHEL,2023-08-01,0
CIUDAD LINEAL,2023-08-01,0
MORATALAZ,2023-08-01,0
CARABANCHEL,2023-09-01,0
ARGANZUELA,2023-09-01,0
SAN BLAS-CANILLEJAS,2023-09-01,0
HORTALEZA,2023-09-01,0
CIUDAD LINEAL,2023-09-01,0
TETUÁN,2023-09-01,0
SALAMANCA,2023-09-01,0
VICÁLVARO,2023-09-01,0
CHAMBERÍ,2023-09-01,0
MONCLOA - ARAVACA,2023-09-01,0
RETIRO,2023-09-01,0
BARAJAS,2023-09-01,0
CHAMARTÍN,2023-09-01,0
USERA,2023-09-01,0
LATINA,2023-09-01,0
VILLA DE VALLECAS,2023-09-01,0
MORATALAZ,2023-09-01,0
CENTRO,2023-09-01,0
PUENTE DE VALLECAS,2023-09-01,0
VILLAVERDE,2023-09-01,0
FUENCARRAL - EL PARDO,2023-09-01,0
SALAMANCA,2023-10-01,0
USERA,2023-10-01,0
CENTRO,2023-10-01,0
FUENCARRAL - EL PARDO,2023-10-01,0
PUENTE DE VALLECAS,2023-10-01,0
CHAMBERÍ,2023-10-01,0
MONCLOA - ARAVACA,2023-10-01,0
RETIRO,2023-10-01,0
VILLAVERDE,2023-10-01,0
BARAJAS,2023-10-01,0
TETUÁN,2023-10-01,0
CIUDAD LINEAL,2023-10-01,0
VICÁLVARO,2023-10-01,0
HORTALEZA,2023-10-01,0
MORATALAZ,2023-10-01,0
LATINA,2023-10-01,0
CHAMARTÍN,2023-10-01,0
CARABANCHEL,2023-10-01,0
VILLA DE VALLECAS,2023-10-01,0
SAN BLAS-CANILLEJAS,2023-10-01,0
ARGANZUELA,2023-10-01,0
VILLA DE VALLECAS,2023-11-01,0
VILLAVERDE,2023-11-01,0
PUENTE DE VALLECAS,2023-11-01,0
RETIRO,2023-11-01,0
MONCLOA - ARAVACA,2023-11-01,0
MORATALAZ,2023-11-01,0
BARAJAS,2023-11-01,0
VICÁLVARO,2023-11-01,0
CHAMBERÍ,2023-11-01,0
ARGANZUELA,2023-11-01,0
FUENCARRAL - EL PARDO,2023-11-01,0
CENTRO,2023-11-01,0
CHAMARTÍN,2023-11-01,0
USERA,2023-11-01,0
SALAMANCA,2023-11-01,0
HORTALEZA,2023-11-01,0
CARABANCHEL,2023-11-01,0
LATINA,2023-11-01,0
CIUDAD LINEAL,2023-11-01,0
SAN BLAS-CANILLEJAS,2023-11-01,0
TETUÁN,2023-11-01,0
MONCLOA - ARAVACA,2023-12-01,0
LATINA,2023-12-01,0
PUENTE DE VALLECAS,2023-12-01,0
VICÁLVARO,2023-12-01,0
SAN BLAS-CANILLEJAS,2023-12-01,0
CHAMARTÍN,2023-12-01,0
CARABANCHEL,2023-12-01,0
FUENCARRAL - EL PARDO,2023-12-01,0
VILLAVERDE,2023-12-01,0
USERA,2023-12-01,0
BARAJAS,2023-12-01,0
RETIRO,2023-12-01,0
ARGANZUELA,2023-12-01,0
MORATALAZ,2023-12-01,0
TETUÁN,2023-12-01,0
CENTRO,2023-12-01,0
CHAMBERÍ,2023-12-01,0
VILLA DE VALLECAS,2023-12-01,0
SALAMANCA,2023-12-01,0
HORTALEZA,2023-12-01,0
CIUDAD LINEAL,2023-12-01,0
USERA,2024-01-01,0
VILLA DE VALLECAS,2024-01-01,0
CARABANCHEL,2024-01-01,0
CIUDAD LINEAL,2024-01-01,0
CENTRO,2024-01-01,0
CHAMARTÍN,2024-01-01,0
FUENCARRAL - EL PARDO,2024-01-01,0
SAN BLAS-CANILLEJAS,2024-01-01,0
MORATALAZ,2024-01-01,0
ARGANZUELA,2024-01-01,0
HORTALEZA,2024-01-01,0
SALAMANCA,2024-01-01,0
PUENTE DE VALLECAS,2024-01-01,0
MONCLOA - ARAVACA,2024-01-01,0
BARAJAS,2024-01-01,0
TETUÁN,2024-01-01,0
RETIRO,2024-01-01,0
VILLAVERDE,2024-01-01,0
CHAMBERÍ,2024-01-01,0
LATINA,2024-01-01,0
VICÁLVARO,2024-01-01,0
FUENCARRAL - EL PARDO,2024-02-01,0
LATINA,2024-02-01,0
SAN BLAS-CANILLEJAS,2024-02-01,0
BARAJAS,2024-02-01,0
ARGANZUELA,2024-02-01,0
PUENTE DE VALLECAS,2024-02-01,0
VILLA DE VALLECAS,2024-02-01,0
MORATALAZ,2024-02-01,0
MONCLOA - ARAVACA,2024-02-01,0
SALAMANCA,2024-02-01,0
CHAMARTÍN,2024-02-01,0
VICÁLVARO,2024-02-01,0
RETIRO,2024-02-01,0
TETUÁN,2024-02-01,0
CIUDAD LINEAL,2024-02-01,0
CARABANCHEL,2024-02-01,0
CHAMBERÍ,2024-02-01,0
USERA,2024-02-01,0
CENTRO,2024-02-01,0
VILLAVERDE,2024-02-01,0
HORTALEZA,2024-02-01,0
FUENCARRAL - EL PARDO,2024-03-01,0
TETUÁN,2024-03-01,0
PUENTE DE VALLECAS,2024-03-01,0
CENTRO,2024-03-01,0
VICÁLVARO,2024-03-01,0
ARGANZUELA,2024-03-01,0
MORATALAZ,2024-03-01,0
HORTALEZA,2024-03-01,0
SAN BLAS-CANILLEJAS,2024-03-01,0
CHAMARTÍN,2024-03-01,0
CARABANCHEL,2024-03-01,0
USERA,2024-03-01,0
SALAMANCA,2024-03-01,0
CHAMBERÍ,2024-03-01,0
CIUDAD LINEAL,2024-03-01,0
RETIRO,2024-03-01,0
MONCLOA - ARAVACA,2024-03-01,0
LATINA,2024-03-01,0
BARAJAS,2024-03-01,0
VILLA DE VALLECAS,2024-03-01,0
VILLAVERDE,2024-03-01,0
