año,mes,distrito,total,hombres_total,mujeres_total,no_estudios_total,no_estudios_hombres,no_estudios_mujeres,estudios_primarios_incompletos_total,estudios_primarios_incompletos_hombres,estudios_primarios_incompletos_mujeres,estudios_primarios_total,estudios_primarios_hombres,estudios_primarios_mujeres,programa_fp_total,programa_fp_hombres,programa_fp_mujeres,educacion_general_total,educacion_general_hombres,educacion_general_mujeres,estudios_tecnico_profesionales_superiores_total,estudios_tecnico_profesionales_superiores_hombres,estudios_tecnico_profesionales_superiores_mujeres,estudios_universitarios_ciclo1_total,estudios_universitarios_ciclo1_hombres,estudios_universitarios_ciclo1_mujeres,estudios_universitarios_ciclo2y3_total,estudios_universitarios_ciclo2y3_hombres,estudios_universitarios_ciclo2y3_mujeres,otros_total,otros_hombres,otros_mujeres,otro_fp_total,otro_fp_hombres,otro_fp_mujeres,fecha
2013,Junio,CARABANCHEL,23173,11856,11317,223,128,95,1424,785,639,5083,2800,2283,1400,586,814,11573,6190,5383,1193,558,635,818,283,535,1442,520,922,17,6,11,0,0,0,Junio 2013
2013,Junio,USERA,13593,6859,6734,82,42,40,1172,645,527,2552,1452,1100,899,368,531,7291,3765,3526,597,229,368,333,106,227,656,246,410,11,6,5,0,0,0,Junio 2013
2013,Junio,PUENTE DE VALLECAS,25826,13681,12145,2021,1187,834,3050,1731,1319,3552,1971,1581,1557,726,831,13265,7137,6128,983,448,535,511,157,354,885,324,561,2,0,2,0,0,0,Junio 2013
2013,Junio,MORATALAZ,7408,3632,3776,244,128,116,475,240,235,766,400,366,449,191,258,3772,1956,1816,508,255,253,400,151,249,780,306,474,14,5,9,0,0,0,Junio 2013
2013,Junio,CIUDAD LINEAL,15891,7918,7973,200,109,91,397,213,184,3186,1772,1414,881,380,501,7306,3768,3538,857,417,440,908,360,548,2126,892,1234,30,7,23,0,0,0,Junio 2013
2013,Junio,HORTALEZA,11132,5251,5881,55,28,27,540,297,243,776,438,338,733,296,437,5543,2774,2769,780,360,420,750,278,472,1934,777,1157,21,3,18,0,0,0,Junio 2013
2013,Junio,VILLAVERDE,15884,8350,7534,149,65,84,720,439,281,2952,1732,1220,1012,403,609,9394,5068,4326,686,315,371,415,141,274,546,183,363,10,4,6,0,0,0,Junio 2013
2013,Junio,VILLA DE VALLECAS,9869,4679,5190,173,86,87,1440,800,640,1561,805,756,601,243,358,4561,2172,2389,529,213,316,377,144,233,617,212,405,10,4,6,0,0,0,Junio 2013
2013,Junio,VICÁLVARO,6179,3065,3114,340,185,155,535,305,230,707,386,321,430,183,247,3102,1604,1498,393,165,228,256,86,170,413,150,263,3,1,2,0,0,0,Junio 2013
2013,Junio,SAN BLAS-CANILLEJAS,12573,6294,6279,161,90,71,401,227,174,1985,1103,882,816,346,470,6842,3580,3262,767,340,427,602,226,376,983,377,606,16,5,11,0,0,0,Junio 2013
2013,Junio,BARAJAS,2793,1321,1472,36,16,20,117,52,65,231,129,102,130,68,62,1473,716,757,189,96,93,212,80,132,399,162,237,6,2,4,0,0,0,Junio 2013
2013,Julio,MADRID,247801,121326,126475,4130,2277,1853,16208,8997,7211,36093,19795,16298,13755,5933,7822,116712,59890,56822,13620,6325,7295,13164,4737,8427,33618,13195,20423,501,177,324,0,0,0,Julio 2013
2013,Julio,CENTRO,11818,6149,5669,95,56,39,420,257,163,1892,1121,771,466,232,234,5093,2835,2258,592,300,292,647,255,392,2578,1077,1501,35,16,19,0,0,0,Julio 2013
2013,Julio,ARGANZUELA,10984,5099,5885,51,30,21,332,173,159,1524,856,668,540,237,303,4462,2207,2255,726,346,380,917,326,591,2376,904,1472,56,20,36,0,0,0,Julio 2013
2013,Julio,RETIRO,6464,2909,3555,26,19,7,101,55,46,645,312,333,270,131,139,2535,1209,1326,381,192,189,529,227,302,1950,756,1194,27,8,19,0,0,0,Julio 2013
2013,Julio,SALAMANCA,7703,3383,4320,23,13,10,194,93,101,742,352,390,294,122,172,3223,1500,1723,425,191,234,592,242,350,2160,851,1309,50,19,31,0,0,0,Julio 2013
2013,Julio,CHAMARTÍN,7103,3176,3927,17,9,8,228,109,119,448,212,236,253,106,147,2880,1327,1553,398,197,201,609,245,364,2237,958,1279,33,13,20,0,0,0,Julio 2013
2013,Julio,TETUÁN,12189,6006,6183,44,26,18,1814,989,825,1685,882,803,584,255,329,5142,2645,2497,586,291,295,569,181,388,1748,734,1014,17,3,14,0,0,0,Julio 2013
2013,Julio,CHAMBERÍ,7760,3526,4234,59,27,32,250,132,118,794,396,398,251,90,161,2953,1496,1457,376,183,193,591,222,369,2445,963,1482,41,17,24,0,0,0,Julio 2013
2013,Julio,FUENCARRAL - EL PARDO,13986,6453,7533,21,9,12,633,319,314,2293,1227,1066,778,329,449,5558,2667,2891,861,407,454,978,343,635,2812,1138,1674,52,14,38,0,0,0,Julio 2013
2013,Julio,MONCLOA - ARAVACA,6154,2872,3282,28,14,14,292,160,132,562,281,281,276,121,155,2560,1281,1279,317,147,170,466,187,279,1622,667,955,31,14,17,0,0,0,Julio 2013
2013,Julio,LATINA,20222,10140,10082,219,122,97,1978,1154,824,2607,1455,1152,1481,647,834,9485,4940,4545,1381,685,696,1082,376,706,1970,753,1217,19,8,11,0,0,0,Julio 2013
2013,Julio,CARABANCHEL,22992,11662,11330,215,116,99,1391,761,630,4978,2737,2241,1320,546,774,11324,6066,5258,1224,571,653,936,307,629,1588,552,1036,16,6,10,0,0,0,Julio 2013
2013,Julio,USERA,13321,6677,6644,86,43,43,1131,619,512,2480,1396,1084,866,359,507,7024,3638,3386,615,241,374,395,120,275,711,254,457,13,7,6,0,0,0,Julio 2013
2013,Julio,PUENTE DE VALLECAS,25400,13312,12088,1936,1119,817,2939,1681,1258,3488,1949,1539,1495,684,811,12958,6896,6062,1023,451,572,573,175,398,983,356,627,5,1,4,0,0,0,Julio 2013
2013,Julio,MORATALAZ,7446,3613,3833,228,119,109,455,227,228,790,403,387,418,183,235,3763,1956,1807,492,240,252,433,143,290,854,336,518,13,6,7,0,0,0,Julio 2013
2013,Julio,CIUDAD LINEAL,15943,7801,8142,195,104,91,415,226,189,3129,1729,1400,869,369,500,7165,3619,3546,891,417,474,971,385,586,2279,946,1333,29,6,23,0,0,0,Julio 2013
2013,Julio,HORTALEZA,11186,5204,5982,42,22,20,508,273,235,790,442,348,710,287,423,5512,2748,2764,774,351,423,816,291,525,2013,786,1227,21,4,17,0,0,0,Julio 2013
2013,Julio,VILLAVERDE,15669,8142,7527,143,66,77,706,426,280,2886,1664,1222,953,395,558,9229,4950,4279,681,300,381,449,144,305,611,193,418,11,4,7,0,0,0,Julio 2013
2013,Julio,VILLA DE VALLECAS,9849,4644,5205,173,85,88,1392,774,618,1493,763,730,576,238,338,4567,2168,2399,531,223,308,432,157,275,676,233,443,9,3,6,0,0,0,Julio 2013
2013,Julio,VICÁLVARO,6194,2998,3196,327,172,155,518,293,225,695,385,310,417,182,235,3088,1571,1517,387,155,232,297,87,210,464,152,312,1,1,0,0,0,0,Julio 2013
2013,Julio,SAN BLAS-CANILLEJAS,12603,6251,6352,160,86,74,405,229,176,1951,1109,842,812,357,455,6735,3481,3254,772,340,432,649,229,420,1102,415,687,17,5,12,0,0,0,Julio 2013
2013,Julio,BARAJAS,2815,1309,1506,42,20,22,106,47,59,221,124,97,126,63,63,1456,690,766,187,97,90,233,95,138,439,171,268,5,2,3,0,0,0,Julio 2013
2013,Agosto,MADRID,248520,121241,127279,3990,2216,1774,16000,8872,7128,35853,19737,16116,13810,5956,7854,116465,59623,56842,13818,6339,7479,13621,4895,8726,34487,13433,21054,476,170,306,0,0,0,Agosto 2013
2013,Agosto,CENTRO,11855,6157,5698,98,61,37,414,247,167,1895,1139,756,469,220,249,5075,2824,2251,595,302,293,649,259,390,2626,1087,1539,34,18,16,0,0,0,Agosto 2013
2013,Agosto,ARGANZUELA,11080,5084,5996,53,29,24,321,163,158,1515,851,664,555,238,317,4445,2197,2248,735,342,393,958,344,614,2447,905,1542,51,15,36,0,0,0,Agosto 2013
2013,Agosto,RETIRO,6501,2934,3567,27,17,10,91,55,36,639,312,327,270,132,138,2549,1219,1330,385,188,197,549,235,314,1965,767,1198,26,9,17,0,0,0,Agosto 2013
2013,Agosto,SALAMANCA,7667,3365,4302,22,12,10,196,95,101,757,364,393,294,125,169,3199,1478,1721,422,185,237,601,247,354,2140,843,1297,36,16,20,0,0,0,Agosto 2013
2013,Agosto,CHAMARTÍN,7214,3184,4030,18,10,8,228,111,117,479,221,258,251,105,146,2875,1303,1572,397,187,210,631,260,371,2305,978,1327,30,9,21,0,0,0,Agosto 2013
2013,Agosto,TETUÁN,12281,6022,6259,44,27,17,1778,965,813,1709,900,809,586,253,333,5189,2655,2534,577,279,298,595,190,405,1788,751,1037,15,2,13,0,0,0,Agosto 2013
2013,Agosto,CHAMBERÍ,7736,3520,4216,58,28,30,247,130,117,801,407,394,257,98,159,2908,1453,1455,368,181,187,606,236,370,2444,966,1478,47,21,26,0,0,0,Agosto 2013
2013,Agosto,FUENCARRAL - EL PARDO,14016,6400,7616,21,10,11,605,308,297,2271,1206,1065,778,328,450,5511,2637,2874,868,412,456,1048,365,683,2866,1119,1747,48,15,33,0,0,0,Agosto 2013
2013,Agosto,MONCLOA - ARAVACA,6263,2907,3356,30,14,16,285,153,132,580,298,282,276,124,152,2582,1278,1304,312,141,171,464,189,275,1710,700,1010,24,10,14,0,0,0,Agosto 2013
2013,Agosto,LATINA,20345,10193,10152,203,119,84,1958,1144,814,2575,1452,1123,1496,661,835,9507,4948,4559,1410,692,718,1143,399,744,2031,770,1261,22,8,14,0,0,0,Agosto 2013
2013,Agosto,CARABANCHEL,22969,11654,11315,207,108,99,1355,749,606,4947,2729,2218,1327,568,759,11270,6040,5230,1220,554,666,968,310,658,1658,591,1067,17,5,12,0,0,0,Agosto 2013
2013,Agosto,USERA,13297,6698,6599,88,44,44,1087,586,501,2469,1410,1059,894,384,510,6962,3626,3336,643,254,389,410,126,284,732,263,469,12,5,7,0,0,0,Agosto 2013
2013,Agosto,PUENTE DE VALLECAS,25399,13279,12120,1832,1067,765,2963,1693,1270,3435,1925,1510,1504,687,817,12946,6877,6069,1072,467,605,584,174,410,1059,388,671,4,1,3,0,0,0,Agosto 2013
2013,Agosto,MORATALAZ,7472,3588,3884,221,113,108,448,222,226,787,397,390,427,190,237,3733,1930,1803,498,245,253,456,147,309,890,340,550,12,4,8,0,0,0,Agosto 2013
2013,Agosto,CIUDAD LINEAL,15911,7761,8150,192,110,82,412,221,191,3068,1701,1367,853,362,491,7162,3604,3558,888,426,462,995,382,613,2308,946,1362,33,9,24,0,0,0,Agosto 2013
2013,Agosto,HORTALEZA,11194,5167,6027,41,20,21,488,264,224,805,453,352,713,284,429,5441,2696,2745,797,351,446,817,296,521,2073,799,1274,19,4,15,0,0,0,Agosto 2013
2013,Agosto,VILLAVERDE,15626,8091,7535,137,60,77,707,427,280,2825,1637,1188,954,389,565,9209,4923,4286,702,303,399,449,141,308,630,205,425,13,6,7,0,0,0,Agosto 2013
2013,Agosto,VILLA DE VALLECAS,10008,4686,5322,166,82,84,1414,787,627,1477,763,714,578,228,350,4621,2183,2438,557,233,324,465,166,299,721,240,481,9,4,5,0,0,0,Agosto 2013
2013,Agosto,VICÁLVARO,6184,2987,3197,318,176,142,496,282,214,711,397,314,409,172,237,3058,1557,1501,387,153,234,311,83,228,493,166,327,1,1,0,0,0,0,Agosto 2013
2013,Agosto,SAN BLAS-CANILLEJAS,12656,6252,6404,171,90,81,394,217,177,1892,1056,836,794,345,449,6761,3507,3254,800,354,446,673,244,429,1154,434,720,17,5,12,0,0,0,Agosto 2013
2013,Agosto,BARAJAS,2846,1312,1534,43,19,24,113,53,60,216,119,97,125,63,62,1462,688,774,185,90,95,249,102,147,447,175,272,6,3,3,0,0,0,Agosto 2013
2013,Septiembre,MADRID,249062,122216,126846,3992,2242,1750,16220,8992,7228,36465,19996,16469,14136,6149,7987,117755,60399,57356,14016,6490,7526,12803,4737,8066,33184,13029,20155,491,182,309,0,0,0,Septiembre 2013
2013,Septiembre,CENTRO,11636,6076,5560,105,67,38,423,256,167,1906,1145,761,476,224,252,5049,2796,2253,593,297,296,617,250,367,2434,1024,1410,33,17,16,0,0,0,Septiembre 2013
2013,Septiembre,ARGANZUELA,10928,5071,5857,55,32,23,296,153,143,1544,876,668,568,257,311,4422,2170,2252,744,360,384,892,325,567,2354,880,1474,53,18,35,0,0,0,Septiembre 2013
2013,Septiembre,RETIRO,6495,2939,3556,24,15,9,93,53,40,663,307,356,273,127,146,2567,1244,1323,387,199,188,552,236,316,1906,748,1158,30,10,20,0,0,0,Septiembre 2013
2013,Septiembre,SALAMANCA,7583,3338,4245,23,12,11,186,85,101,823,390,433,312,137,175,3195,1501,1694,421,190,231,520,217,303,2058,787,1271,45,19,26,0,0,0,Septiembre 2013
2013,Septiembre,CHAMARTÍN,7068,3164,3904,17,9,8,223,110,113,501,238,263,249,106,143,2851,1303,1548,416,199,217,591,244,347,2188,946,1242,32,9,23,0,0,0,Septiembre 2013
2013,Septiembre,TETUÁN,12381,6130,6251,44,27,17,1775,968,807,1788,938,850,619,271,348,5245,2725,2520,591,288,303,579,195,384,1721,714,1007,19,4,15,0,0,0,Septiembre 2013
2013,Septiembre,CHAMBERÍ,7630,3509,4121,56,24,32,257,133,124,789,408,381,251,96,155,2915,1463,1452,382,185,197,576,228,348,2360,953,1407,44,19,25,0,0,0,Septiembre 2013
2013,Septiembre,FUENCARRAL - EL PARDO,13697,6304,7393,20,9,11,643,341,302,2212,1176,1036,762,318,444,5481,2630,2851,843,403,440,969,351,618,2710,1059,1651,57,17,40,0,0,0,Septiembre 2013
2013,Septiembre,MONCLOA - ARAVACA,6270,2929,3341,29,13,16,294,154,140,566,292,274,287,133,154,2587,1272,1315,351,164,187,433,180,253,1700,709,991,23,12,11,0,0,0,Septiembre 2013
2013,Septiembre,LATINA,20326,10269,10057,202,121,81,1966,1162,804,2598,1458,1140,1508,688,820,9616,5003,4613,1427,699,728,1064,388,676,1929,743,1186,16,7,9,0,0,0,Septiembre 2013
2013,Septiembre,CARABANCHEL,23140,11724,11416,186,93,93,1364,728,636,5006,2757,2249,1329,571,758,11439,6118,5321,1246,565,681,895,295,600,1663,593,1070,12,4,8,0,0,0,Septiembre 2013
2013,Septiembre,USERA,13526,6779,6747,92,50,42,1140,615,525,2525,1409,1116,888,372,516,7148,3701,3447,644,260,384,370,113,257,702,251,451,17,8,9,0,0,0,Septiembre 2013
2013,Septiembre,PUENTE DE VALLECAS,25860,13589,12271,1854,1089,765,3039,1743,1296,3495,1968,1527,1572,725,847,13280,7037,6243,1055,469,586,554,177,377,1006,378,628,5,3,2,0,0,0,Septiembre 2013
2013,Septiembre,MORATALAZ,7543,3677,3866,218,125,93,448,236,212,861,439,422,442,202,240,3773,1943,1830,506,249,257,444,154,290,842,325,517,9,4,5,0,0,0,Septiembre 2013
2013,Septiembre,CIUDAD LINEAL,16021,7915,8106,195,108,87,428,240,188,3135,1746,1389,877,387,490,7180,3640,3540,944,460,484,963,378,585,2260,945,1315,39,11,28,0,0,0,Septiembre 2013
2013,Septiembre,HORTALEZA,11303,5269,6034,42,18,24,495,260,235,902,496,406,717,294,423,5514,2746,2768,792,349,443,788,310,478,2033,792,1241,20,4,16,0,0,0,Septiembre 2013
2013,Septiembre,VILLAVERDE,15866,8179,7687,143,64,79,714,429,285,2808,1616,1192,1007,402,605,9431,5016,4415,718,298,420,416,140,276,616,208,408,13,6,7,0,0,0,Septiembre 2013
2013,Septiembre,VILLA DE VALLECAS,9984,4715,5269,169,83,86,1423,774,649,1487,766,721,606,237,369,4645,2234,2411,556,235,321,409,147,262,685,238,447,4,1,3,0,0,0,Septiembre 2013
2013,Septiembre,VICÁLVARO,6241,3011,3230,306,174,132,505,290,215,747,407,340,428,169,259,3101,1588,1513,409,173,236,287,74,213,456,134,322,2,2,0,0,0,0,Septiembre 2013
2013,Septiembre,SAN BLAS-CANILLEJAS,12743,6337,6406,169,91,78,394,213,181,1884,1049,835,832,367,465,6868,3597,3271,800,350,450,648,234,414,1134,431,703,14,5,9,0,0,0,Septiembre 2013
2013,Septiembre,BARAJAS,2821,1292,1529,43,18,25,114,49,65,225,115,110,133,66,67,1448,672,776,191,98,93,236,101,135,427,171,256,4,2,2,0,0,0,Septiembre 2013
2013,Octubre,MADRID,251283,123902,127381,4069,2274,1795,16521,9107,7414,37797,20757,17040,14648,6302,8346,119149,61346,57803,14072,6533,7539,12463,4662,7801,32080,12754,19326,484,167,317,0,0,0,Octubre 2013
2013,Octubre,CENTRO,11512,6041,5471,109,72,37,428,263,165,1956,1180,776,506,239,267,4993,2796,2197,572,281,291,615,258,357,2296,935,1361,37,17,20,0,0,0,Octubre 2013
2013,Octubre,ARGANZUELA,10834,5076,5758,54,29,25,299,155,144,1569,899,670,565,243,322,4452,2193,2259,740,359,381,843,309,534,2256,871,1385,56,18,38,0,0,0,Octubre 2013
2013,Octubre,RETIRO,6509,2956,3553,25,14,11,96,58,38,710,335,375,303,144,159,2607,1256,1351,394,207,187,532,218,314,1821,718,1103,21,6,15,0,0,0,Octubre 2013
2013,Octubre,SALAMANCA,7576,3369,4207,20,11,9,176,82,94,892,434,458,328,140,188,3166,1491,1675,410,183,227,516,212,304,2032,804,1228,36,12,24,0,0,0,Octubre 2013
2013,Octubre,CHAMARTÍN,7041,3181,3860,12,6,6,218,114,104,556,273,283,259,114,145,2820,1283,1537,408,202,206,584,250,334,2151,931,1220,33,8,25,0,0,0,Octubre 2013
2013,Octubre,TETUÁN,12606,6283,6323,48,32,16,1798,979,819,1927,1005,922,632,276,356,5309,2749,2560,599,300,299,581,210,371,1694,727,967,18,5,13,0,0,0,Octubre 2013
2013,Octubre,CHAMBERÍ,7628,3521,4107,62,29,33,265,127,138,836,445,391,262,105,157,2933,1471,1462,393,191,202,535,215,320,2302,918,1384,40,20,20,0,0,0,Octubre 2013
2013,Octubre,FUENCARRAL - EL PARDO,13825,6387,7438,19,9,10,651,339,312,2266,1190,1076,799,328,471,5518,2675,2843,889,415,474,957,356,601,2672,1062,1610,54,13,41,0,0,0,Octubre 2013
2013,Octubre,MONCLOA - ARAVACA,6274,2976,3298,28,14,14,311,163,148,571,308,263,305,136,169,2593,1292,1301,351,167,184,434,176,258,1654,710,944,27,10,17,0,0,0,Octubre 2013
2013,Octubre,LATINA,20376,10352,10024,206,112,94,1996,1171,825,2654,1504,1150,1539,702,837,9729,5076,4653,1462,724,738,992,360,632,1774,694,1080,24,9,15,0,0,0,Octubre 2013
2013,Octubre,CARABANCHEL,23609,12090,11519,192,99,93,1424,765,659,5221,2877,2344,1388,591,797,11729,6335,5394,1227,555,672,862,287,575,1553,576,977,13,5,8,0,0,0,Octubre 2013
2013,Octubre,USERA,13737,6882,6855,90,50,40,1181,630,551,2588,1437,1151,928,386,542,7279,3761,3518,635,256,379,347,111,236,674,244,430,15,7,8,0,0,0,Octubre 2013
2013,Octubre,PUENTE DE VALLECAS,26242,13808,12434,1905,1114,791,3062,1736,1326,3570,2000,1570,1650,761,889,13461,7183,6278,1070,472,598,540,170,370,978,369,609,6,3,3,0,0,0,Octubre 2013
2013,Octubre,MORATALAZ,7630,3731,3899,214,115,99,462,227,235,914,472,442,456,203,253,3834,1985,1849,499,255,244,432,154,278,811,316,495,8,4,4,0,0,0,Octubre 2013
2013,Octubre,CIUDAD LINEAL,16244,8041,8203,202,108,94,409,230,179,3219,1776,1443,916,393,523,7304,3693,3611,951,473,478,971,390,581,2237,969,1268,35,9,26,0,0,0,Octubre 2013
2013,Octubre,HORTALEZA,11439,5352,6087,44,19,25,505,263,242,1000,550,450,724,295,429,5556,2793,2763,778,336,442,778,298,480,2035,795,1240,19,3,16,0,0,0,Octubre 2013
2013,Octubre,VILLAVERDE,16113,8328,7785,145,66,79,751,440,311,2891,1667,1224,1041,408,633,9592,5116,4476,707,297,410,404,136,268,567,191,376,15,7,8,0,0,0,Octubre 2013
2013,Octubre,VILLA DE VALLECAS,10029,4756,5273,175,87,88,1447,785,662,1493,779,714,625,242,383,4688,2273,2415,577,230,347,396,141,255,623,217,406,5,2,3,0,0,0,Octubre 2013
2013,Octubre,VICÁLVARO,6280,3047,3233,306,179,127,516,294,222,782,426,356,426,165,261,3148,1607,1541,396,169,227,273,77,196,432,129,303,1,1,0,0,0,0,Octubre 2013
2013,Octubre,SAN BLAS-CANILLEJAS,12924,6399,6525,169,91,78,406,227,179,1946,1076,870,870,369,501,6986,3632,3354,808,355,453,639,234,405,1085,409,676,15,6,9,0,0,0,Octubre 2013
2013,Octubre,BARAJAS,2855,1326,1529,44,18,26,120,59,61,236,124,112,126,62,64,1452,686,766,206,106,100,232,100,132,433,169,264,6,2,4,0,0,0,Octubre 2013
2013,Noviembre,MADRID,250006,123528,126478,4144,2295,1849,16745,9236,7509,38624,21258,17366,14603,6299,8304,117682,60629,57053,13870,6452,7418,12145,4559,7586,31729,12636,19093,464,164,300,0,0,0,Noviembre 2013
2013,Noviembre,CENTRO,11478,6060,5418,115,75,40,434,259,175,2050,1220,830,499,245,254,4885,2759,2126,588,283,305,623,268,355,2249,934,1315,35,17,18,0,0,0,Noviembre 2013
2013,Noviembre,ARGANZUELA,10676,4992,5684,52,30,22,315,163,152,1600,911,689,579,252,327,4361,2133,2228,722,348,374,808,290,518,2180,849,1331,59,16,43,0,0,0,Noviembre 2013
2013,Noviembre,RETIRO,6507,2994,3513,30,14,16,97,61,36,757,356,401,301,141,160,2547,1253,1294,391,203,188,507,214,293,1853,743,1110,24,9,15,0,0,0,Noviembre 2013
2013,Noviembre,SALAMANCA,7512,3320,4192,24,13,11,189,94,95,987,484,503,323,144,179,3024,1422,1602,401,176,225,502,203,299,2024,772,1252,38,12,26,0,0,0,Noviembre 2013
2013,Noviembre,CHAMARTÍN,7041,3216,3825,9,4,5,220,112,108,586,295,291,260,113,147,2816,1298,1518,393,203,190,578,242,336,2150,941,1209,29,8,21,0,0,0,Noviembre 2013
2013,Noviembre,TETUÁN,12524,6294,6230,47,29,18,1829,1007,822,1872,999,873,624,271,353,5304,2748,2556,581,295,286,563,199,364,1685,740,945,19,6,13,0,0,0,Noviembre 2013
2013,Noviembre,CHAMBERÍ,7577,3458,4119,72,36,36,268,135,133,871,462,409,254,94,160,2874,1405,1469,378,178,200,526,215,311,2303,916,1387,31,17,14,0,0,0,Noviembre 2013
2013,Noviembre,FUENCARRAL - EL PARDO,13757,6412,7345,23,9,14,651,336,315,2288,1217,1071,789,323,466,5531,2698,2833,868,418,450,919,338,581,2634,1059,1575,54,14,40,0,0,0,Noviembre 2013
2013,Noviembre,MONCLOA - ARAVACA,6150,2929,3221,30,15,15,326,175,151,570,303,267,298,133,165,2534,1273,1261,329,155,174,426,175,251,1613,693,920,24,7,17,0,0,0,Noviembre 2013
2013,Noviembre,LATINA,20250,10291,9959,210,110,100,2031,1183,848,2718,1543,1175,1515,684,831,9657,5031,4626,1397,691,706,952,353,599,1752,687,1065,18,9,9,0,0,0,Noviembre 2013
2013,Noviembre,CARABANCHEL,23557,12045,11512,198,106,92,1438,778,660,5376,2977,2399,1387,578,809,11543,6211,5332,1221,548,673,833,271,562,1546,571,975,15,5,10,0,0,0,Noviembre 2013
2013,Noviembre,USERA,13772,6905,6867,93,48,45,1212,641,571,2662,1466,1196,941,396,545,7225,3751,3474,612,248,364,334,108,226,679,239,440,14,8,6,0,0,0,Noviembre 2013
2013,Noviembre,PUENTE DE VALLECAS,26117,13779,12338,1985,1145,840,3100,1772,1328,3544,1987,1557,1653,774,879,13283,7102,6181,1038,464,574,537,184,353,971,349,622,6,2,4,0,0,0,Noviembre 2013
2013,Noviembre,MORATALAZ,7597,3743,3854,207,113,94,448,224,224,958,503,455,449,201,248,3833,2005,1828,493,248,245,428,156,272,774,290,484,7,3,4,0,0,0,Noviembre 2013
2013,Noviembre,CIUDAD LINEAL,16177,8000,8177,196,104,92,407,223,184,3289,1822,1467,920,398,522,7175,3628,3547,970,470,500,954,383,571,2229,963,1266,37,9,28,0,0,0,Noviembre 2013
2013,Noviembre,HORTALEZA,11310,5295,6015,40,18,22,511,269,242,1018,568,450,707,286,421,5510,2752,2758,768,343,425,737,280,457,2003,776,1227,16,3,13,0,0,0,Noviembre 2013
2013,Noviembre,VILLAVERDE,16110,8343,7767,148,67,81,764,438,326,2923,1684,1239,1028,411,617,9530,5089,4441,718,310,408,414,137,277,573,200,373,12,7,5,0,0,0,Noviembre 2013
2013,Noviembre,VILLA DE VALLECAS,9982,4736,5246,168,84,84,1451,786,665,1494,792,702,638,249,389,4623,2224,2399,605,249,356,380,134,246,619,216,403,4,2,2,0,0,0,Noviembre 2013
2013,Noviembre,VICÁLVARO,6271,3048,3223,291,171,120,521,292,229,821,445,376,446,175,271,3127,1604,1523,381,160,221,265,71,194,415,127,288,4,3,1,0,0,0,Noviembre 2013
2013,Noviembre,SAN BLAS-CANILLEJAS,12803,6338,6465,160,83,77,415,235,180,2010,1102,908,865,362,503,6831,3552,3279,817,359,458,637,239,398,1055,401,654,13,5,8,0,0,0,Noviembre 2013
2013,Noviembre,BARAJAS,2838,1330,1508,46,21,25,118,53,65,230,122,108,127,69,58,1469,691,778,199,103,96,222,99,123,422,170,252,5,2,3,0,0,0,Noviembre 2013
2013,Diciembre,MADRID,242836,120974,121862,4133,2308,1825,16586,9293,7293,38128,21255,16873,14086,6047,8039,113109,58610,54499,13456,6293,7163,11786,4516,7270,31112,12492,18620,440,160,280,0,0,0,Diciembre 2013
2013,Diciembre,CENTRO,11183,5926,5257,122,79,43,437,270,167,2030,1210,820,498,248,250,4649,2628,2021,577,281,296,588,255,333,2248,940,1308,34,15,19,0,0,0,Diciembre 2013
