año,mes,distrito,total,hombres_total,mujeres_total,no_estudios_total,no_estudios_hombres,no_estudios_mujeres,estudios_primarios_incompletos_total,estudios_primarios_incompletos_hombres,estudios_primarios_incompletos_mujeres,estudios_primarios_total,estudios_primarios_hombres,estudios_primarios_mujeres,programa_fp_total,programa_fp_hombres,programa_fp_mujeres,educacion_general_total,educacion_general_hombres,educacion_general_mujeres,estudios_tecnico_profesionales_superiores_total,estudios_tecnico_profesionales_superiores_hombres,estudios_tecnico_profesionales_superiores_mujeres,estudios_universitarios_ciclo1_total,estudios_universitarios_ciclo1_hombres,estudios_universitarios_ciclo1_mujeres,estudios_universitarios_ciclo2y3_total,estudios_universitarios_ciclo2y3_hombres,estudios_universitarios_ciclo2y3_mujeres,otros_total,otros_hombres,otros_mujeres,otro_fp_total,otro_fp_hombres,otro_fp_mujeres,fecha
2016,Abril,USERA,11557,5560,5997,82,40,42,1035,515,520,2222,1148,1074,781,337,444,6165,3045,3120,492,192,300,234,86,148,540,193,347,6,4,2,0,0,0,Abril 2016
2016,Abril,PUENTE DE VALLECAS,22276,11052,11224,1929,991,938,2705,1421,1284,3344,1728,1616,1545,670,875,10733,5437,5296,827,375,452,365,123,242,820,304,516,8,3,5,0,0,0,Abril 2016
2016,Abril,MORATALAZ,6269,2866,3403,159,68,91,332,157,175,1385,706,679,367,154,213,2694,1257,1437,371,166,205,291,99,192,661,254,407,9,5,4,0,0,0,Abril 2016
2016,Abril,CIUDAD LINEAL,13542,6254,7288,95,45,50,396,186,210,3429,1700,1729,739,306,433,5615,2699,2916,784,354,430,640,246,394,1821,712,1109,23,6,17,0,0,0,Abril 2016
2016,Abril,HORTALEZA,9504,4222,5282,41,17,24,443,228,215,1685,826,859,582,213,369,3942,1857,2085,637,269,368,532,193,339,1623,615,1008,19,4,15,0,0,0,Abril 2016
2016,Abril,VILLAVERDE,13277,6459,6818,136,61,75,1204,665,539,2546,1333,1213,793,321,472,7261,3585,3676,545,230,315,305,95,210,480,167,313,7,2,5,0,0,0,Abril 2016
2016,Abril,VILLA DE VALLECAS,8213,3660,4553,128,62,66,1261,633,628,1427,732,695,523,183,340,3612,1631,1981,479,180,299,257,69,188,522,170,352,4,0,4,0,0,0,Abril 2016
2016,Abril,VICÁLVARO,5300,2419,2881,211,109,102,439,232,207,1321,657,664,331,122,209,2167,1028,1139,314,120,194,188,58,130,327,92,235,2,1,1,0,0,0,Abril 2016
2016,Abril,SAN BLAS-CANILLEJAS,11129,5327,5802,101,55,46,431,211,220,2317,1241,1076,734,291,443,5462,2709,2753,698,287,411,419,153,266,960,376,584,7,4,3,0,0,0,Abril 2016
2016,Abril,BARAJAS,2323,1090,1233,25,10,15,112,56,56,308,149,159,111,52,59,1111,545,566,158,82,76,129,49,80,365,146,219,4,1,3,0,0,0,Abril 2016
2016,Mayo,MADRID,201605,94337,107268,3647,1819,1828,15290,7795,7495,38580,19563,19017,11763,4832,6931,87030,42540,44490,10841,4738,6103,8245,2914,5331,25677,9974,15703,532,162,370,0,0,0,Mayo 2016
2016,Mayo,CENTRO,9184,4777,4407,129,67,62,653,386,267,2072,1193,879,389,189,200,3139,1777,1362,441,217,224,411,162,249,1894,769,1125,56,17,39,0,0,0,Mayo 2016
2016,Mayo,ARGANZUELA,8437,3829,4608,60,33,27,336,171,165,1548,789,759,473,199,274,3097,1505,1592,568,265,303,547,201,346,1757,653,1104,51,13,38,0,0,0,Mayo 2016
2016,Mayo,RETIRO,4868,2184,2684,46,24,22,371,175,196,667,320,347,203,96,107,1524,710,814,318,154,164,357,139,218,1349,556,793,33,10,23,0,0,0,Mayo 2016
2016,Mayo,SALAMANCA,5760,2472,3288,18,7,11,112,51,61,1721,784,937,192,69,123,1524,698,826,263,121,142,300,117,183,1587,613,974,43,12,31,0,0,0,Mayo 2016
2016,Mayo,CHAMARTÍN,5591,2436,3155,10,5,5,139,65,74,1154,522,632,194,74,120,1665,772,893,292,120,172,357,140,217,1746,728,1018,34,10,24,0,0,0,Mayo 2016
2016,Mayo,TETUÁN,10068,4777,5291,35,14,21,1244,641,603,1658,835,823,531,219,312,4341,2143,2198,466,198,268,409,143,266,1368,579,789,16,5,11,0,0,0,Mayo 2016
2016,Mayo,CHAMBERÍ,5873,2581,3292,55,24,31,189,92,97,866,428,438,216,84,132,1982,945,1037,302,133,169,345,122,223,1860,735,1125,58,18,40,0,0,0,Mayo 2016
2016,Mayo,FUENCARRAL - EL PARDO,10856,4760,6096,28,8,20,475,227,248,1718,852,866,626,251,375,4486,2066,2420,670,281,389,623,211,412,2188,851,1337,42,13,29,0,0,0,Mayo 2016
2016,Mayo,MONCLOA - ARAVACA,4913,2203,2710,24,12,12,241,131,110,488,234,254,263,113,150,1974,926,1048,261,123,138,313,110,203,1311,545,766,38,9,29,0,0,0,Mayo 2016
2016,Mayo,LATINA,16242,7816,8426,206,105,101,1790,914,876,2274,1195,1079,1257,544,713,7425,3757,3668,1084,494,590,696,241,455,1482,555,927,28,11,17,0,0,0,Mayo 2016
2016,Mayo,CARABANCHEL,19225,9181,10044,163,85,78,1701,854,847,4946,2549,2397,1139,468,671,8526,4221,4305,976,422,554,601,180,421,1159,399,760,14,3,11,0,0,0,Mayo 2016
2016,Mayo,USERA,11213,5352,5861,74,36,38,1031,488,543,2177,1135,1042,770,326,444,5918,2898,3020,470,183,287,234,88,146,532,195,337,7,3,4,0,0,0,Mayo 2016
2016,Mayo,PUENTE DE VALLECAS,21705,10760,10945,1914,979,935,2564,1336,1228,3272,1682,1590,1485,644,841,10480,5316,5164,817,376,441,347,113,234,818,311,507,8,3,5,0,0,0,Mayo 2016
2016,Mayo,MORATALAZ,6132,2795,3337,169,72,97,321,150,171,1344,670,674,366,152,214,2624,1231,1393,371,171,200,292,97,195,632,247,385,13,5,8,0,0,0,Mayo 2016
2016,Mayo,CIUDAD LINEAL,13195,6095,7100,87,42,45,358,171,187,3308,1630,1678,695,285,410,5511,2651,2860,778,361,417,628,245,383,1799,701,1098,31,9,22,0,0,0,Mayo 2016
2016,Mayo,HORTALEZA,9270,4085,5185,37,13,24,435,215,220,1667,812,855,548,200,348,3786,1775,2011,643,267,376,526,188,338,1604,609,995,24,6,18,0,0,0,Mayo 2016
2016,Mayo,VILLAVERDE,12853,6219,6634,137,61,76,1148,634,514,2493,1280,1213,779,319,460,7009,3461,3548,524,212,312,293,90,203,461,159,302,9,3,6,0,0,0,Mayo 2016
2016,Mayo,VILLA DE VALLECAS,7991,3525,4466,125,60,65,1231,605,626,1409,715,694,505,163,342,3506,1558,1948,456,185,271,255,78,177,498,161,337,6,0,6,0,0,0,Mayo 2016
2016,Mayo,VICÁLVARO,5190,2326,2864,204,102,102,433,231,202,1262,607,655,334,123,211,2140,1000,1140,301,111,190,184,55,129,327,93,234,5,4,1,0,0,0,Mayo 2016
2016,Mayo,SAN BLAS-CANILLEJAS,10776,5118,5658,102,59,43,413,207,206,2237,1189,1048,691,264,427,5298,2608,2690,677,268,409,402,146,256,945,371,574,11,6,5,0,0,0,Mayo 2016
2016,Mayo,BARAJAS,2263,1046,1217,24,11,13,105,51,54,299,142,157,107,50,57,1075,522,553,163,76,87,125,48,77,360,144,216,5,2,3,0,0,0,Mayo 2016
2016,Junio,MADRID,197753,91101,106652,3557,1731,1826,14913,7508,7405,37797,18898,18899,11607,4680,6927,84921,40816,44105,10544,4504,6040,8265,2876,5389,25710,9950,15760,439,138,301,0,0,0,Junio 2016
2016,Junio,CENTRO,9008,4714,4294,119,60,59,655,384,271,2041,1176,865,380,186,194,3065,1760,1305,421,212,209,407,159,248,1876,765,1111,44,12,32,0,0,0,Junio 2016
2016,Junio,ARGANZUELA,8290,3700,4590,54,30,24,310,154,156,1506,749,757,465,196,269,3005,1427,1578,558,265,293,573,212,361,1786,660,1126,33,7,26,0,0,0,Junio 2016
2016,Junio,RETIRO,4788,2126,2662,48,25,23,399,193,206,645,303,342,217,101,116,1443,650,793,312,150,162,354,143,211,1341,553,788,29,8,21,0,0,0,Junio 2016
2016,Junio,SALAMANCA,5717,2437,3280,17,7,10,111,55,56,1725,784,941,191,63,128,1456,657,799,262,109,153,300,120,180,1616,627,989,39,15,24,0,0,0,Junio 2016
2016,Junio,CHAMARTÍN,5526,2399,3127,10,4,6,134,59,75,1175,534,641,184,69,115,1596,731,865,293,124,169,361,137,224,1745,732,1013,28,9,19,0,0,0,Junio 2016
2016,Junio,TETUÁN,9777,4562,5215,35,13,22,1194,610,584,1609,784,825,510,208,302,4207,2042,2165,445,187,258,399,142,257,1364,572,792,14,4,10,0,0,0,Junio 2016
2016,Junio,CHAMBERÍ,5743,2511,3232,62,24,38,180,84,96,822,393,429,210,80,130,1914,912,1002,310,145,165,362,135,227,1846,725,1121,37,13,24,0,0,0,Junio 2016
2016,Junio,FUENCARRAL - EL PARDO,10621,4557,6064,31,10,21,477,216,261,1681,819,862,615,241,374,4350,1946,2404,663,274,389,638,215,423,2135,827,1308,31,9,22,0,0,0,Junio 2016
2016,Junio,MONCLOA - ARAVACA,4825,2154,2671,25,12,13,240,127,113,502,235,267,235,100,135,1900,887,1013,255,119,136,294,108,186,1340,555,785,34,11,23,0,0,0,Junio 2016
2016,Junio,LATINA,15920,7575,8345,194,98,96,1722,873,849,2225,1162,1063,1245,552,693,7258,3641,3617,1041,454,587,709,243,466,1498,541,957,28,11,17,0,0,0,Junio 2016
2016,Junio,CARABANCHEL,18802,8795,10007,155,79,76,1684,808,876,4829,2455,2374,1135,462,673,8278,4018,4260,923,391,532,601,162,439,1180,415,765,17,5,12,0,0,0,Junio 2016
2016,Junio,USERA,10840,5016,5824,83,42,41,989,460,529,2093,1070,1023,757,308,449,5704,2697,3007,459,172,287,238,82,156,509,182,327,8,3,5,0,0,0,Junio 2016
2016,Junio,PUENTE DE VALLECAS,21403,10448,10955,1852,923,929,2525,1305,1220,3234,1642,1592,1466,609,857,10379,5206,5173,785,345,440,352,111,241,803,303,500,7,4,3,0,0,0,Junio 2016
2016,Junio,MORATALAZ,5953,2696,3257,177,78,99,309,143,166,1311,639,672,344,146,198,2556,1201,1355,350,160,190,281,90,191,612,234,378,13,5,8,0,0,0,Junio 2016
2016,Junio,CIUDAD LINEAL,12867,5821,7046,85,39,46,336,166,170,3169,1529,1640,704,285,419,5332,2508,2824,754,331,423,632,247,385,1828,710,1118,27,6,21,0,0,0,Junio 2016
2016,Junio,HORTALEZA,9178,3977,5201,39,14,25,431,211,220,1655,800,855,532,184,348,3722,1693,2029,629,251,378,517,184,333,1632,634,998,21,6,15,0,0,0,Junio 2016
2016,Junio,VILLAVERDE,12533,5925,6608,126,54,72,1077,592,485,2445,1248,1197,766,292,474,6855,3304,3551,499,187,312,285,85,200,473,162,311,7,1,6,0,0,0,Junio 2016
2016,Junio,VILLA DE VALLECAS,7982,3481,4501,120,58,62,1212,599,613,1417,702,715,496,154,342,3519,1548,1971,458,188,270,261,70,191,493,160,333,6,2,4,0,0,0,Junio 2016
2016,Junio,VICÁLVARO,5144,2250,2894,201,97,104,437,227,210,1240,593,647,337,119,218,2118,958,1160,296,111,185,183,53,130,327,88,239,5,4,1,0,0,0,Junio 2016
2016,Junio,SAN BLAS-CANILLEJAS,10595,4940,5655,103,54,49,392,188,204,2187,1150,1037,708,273,435,5207,2525,2682,665,251,414,395,133,262,930,364,566,8,2,6,0,0,0,Junio 2016
2016,Junio,BARAJAS,2241,1017,1224,21,10,11,99,54,45,286,131,155,110,52,58,1057,505,552,166,78,88,123,45,78,376,141,235,3,1,2,0,0,0,Junio 2016
2016,Julio,MADRID,196092,88833,107259,3386,1614,1772,14326,7117,7209,36794,18205,18589,11005,4418,6587,82752,39293,43459,10509,4442,6067,8985,2993,5992,27966,10639,17327,369,112,257,0,0,0,Julio 2016
2016,Julio,CENTRO,9213,4758,4455,115,53,62,610,356,254,2026,1151,875,377,185,192,3096,1767,1329,445,224,221,428,170,258,2086,845,1241,30,7,23,0,0,0,Julio 2016
2016,Julio,ARGANZUELA,8464,3704,4760,57,32,25,291,144,147,1480,731,749,442,193,249,2984,1413,1571,551,256,295,623,225,398,2006,704,1302,30,6,24,0,0,0,Julio 2016
2016,Julio,RETIRO,4877,2123,2754,50,20,30,383,180,203,619,287,332,187,91,96,1455,651,804,322,162,160,381,145,236,1454,579,875,26,8,18,0,0,0,Julio 2016
2016,Julio,SALAMANCA,5713,2420,3293,15,7,8,100,47,53,1693,768,925,184,65,119,1431,640,791,259,106,153,305,112,193,1700,668,1032,26,7,19,0,0,0,Julio 2016
2016,Julio,CHAMARTÍN,5551,2387,3164,10,4,6,124,57,67,1162,532,630,175,64,111,1554,710,844,270,110,160,377,132,245,1859,771,1088,20,7,13,0,0,0,Julio 2016
2016,Julio,TETUÁN,9710,4429,5281,39,14,25,1180,589,591,1527,732,795,487,200,287,4102,1960,2142,440,179,261,450,150,300,1475,602,873,10,3,7,0,0,0,Julio 2016
2016,Julio,CHAMBERÍ,5765,2472,3293,57,24,33,171,82,89,787,369,418,206,74,132,1858,886,972,283,131,152,388,134,254,1987,762,1225,28,10,18,0,0,0,Julio 2016
2016,Julio,FUENCARRAL - EL PARDO,10615,4464,6151,27,8,19,462,197,265,1697,799,898,586,218,368,4181,1855,2326,647,271,376,686,235,451,2302,871,1431,27,10,17,0,0,0,Julio 2016
2016,Julio,MONCLOA - ARAVACA,4828,2140,2688,27,12,15,224,116,108,484,236,248,218,88,130,1861,862,999,263,121,142,324,120,204,1399,578,821,28,7,21,0,0,0,Julio 2016
2016,Julio,LATINA,15635,7243,8392,185,88,97,1603,790,813,2122,1079,1043,1165,488,677,7069,3481,3588,1028,442,586,759,239,520,1680,627,1053,24,9,15,0,0,0,Julio 2016
2016,Julio,CARABANCHEL,18428,8519,9909,154,83,71,1625,777,848,4656,2335,2321,1082,452,630,7960,3824,4136,939,404,535,655,177,478,1338,461,877,19,6,13,0,0,0,Julio 2016
2016,Julio,USERA,10643,4897,5746,78,39,39,958,439,519,2011,1029,982,736,315,421,5558,2623,2935,450,165,285,265,83,182,580,202,378,7,2,5,0,0,0,Julio 2016
2016,Julio,PUENTE DE VALLECAS,20911,10026,10885,1708,839,869,2470,1256,1214,3161,1588,1573,1403,596,807,10074,4947,5127,801,331,470,378,117,261,907,347,560,9,5,4,0,0,0,Julio 2016
2016,Julio,MORATALAZ,5920,2620,3300,174,76,98,301,131,170,1305,634,671,326,144,182,2459,1139,1320,350,153,197,314,95,219,679,243,436,12,5,7,0,0,0,Julio 2016
2016,Julio,CIUDAD LINEAL,12698,5680,7018,87,40,47,314,147,167,3047,1476,1571,673,273,400,5179,2405,2774,765,336,429,688,258,430,1919,739,1180,26,6,20,0,0,0,Julio 2016
2016,Julio,HORTALEZA,9202,3956,5246,38,14,24,418,215,203,1676,808,868,501,160,341,3624,1635,1989,620,257,363,576,199,377,1734,664,1070,15,4,11,0,0,0,Julio 2016
2016,Julio,VILLAVERDE,12244,5691,6553,117,51,66,1019,555,464,2339,1177,1162,717,273,444,6672,3186,3486,513,187,326,324,96,228,536,166,370,7,0,7,0,0,0,Julio 2016
2016,Julio,VILLA DE VALLECAS,7929,3388,4541,120,54,66,1181,594,587,1397,670,727,463,144,319,3464,1497,1967,452,180,272,305,73,232,539,174,365,8,2,6,0,0,0,Julio 2016
2016,Julio,VICÁLVARO,5055,2185,2870,203,97,106,425,222,203,1198,571,627,308,103,205,2062,932,1130,289,106,183,195,54,141,369,97,272,6,3,3,0,0,0,Julio 2016
2016,Julio,SAN BLAS-CANILLEJAS,10472,4751,5721,103,49,54,373,177,196,2129,1108,1021,670,246,424,5089,2406,2683,666,249,417,424,125,299,1010,387,623,8,4,4,0,0,0,Julio 2016
2016,Julio,BARAJAS,2219,980,1239,22,10,12,94,46,48,278,125,153,99,46,53,1020,474,546,156,72,84,140,54,86,407,152,255,3,1,2,0,0,0,Julio 2016
2016,Agosto,MADRID,197755,88851,108904,3338,1598,1740,14176,6983,7193,36554,18034,18520,11064,4397,6667,82758,39144,43614,10835,4552,6283,9429,3033,6396,29252,11006,18246,349,104,245,0,0,0,Agosto 2016
2016,Agosto,CENTRO,9264,4758,4506,117,59,58,596,346,250,1992,1128,864,367,183,184,3066,1750,1316,455,230,225,450,169,281,2196,887,1309,25,6,19,0,0,0,Agosto 2016
2016,Agosto,ARGANZUELA,8553,3718,4835,63,35,28,281,139,142,1470,737,733,442,187,255,2984,1414,1570,550,251,299,634,219,415,2096,730,1366,33,6,27,0,0,0,Agosto 2016
2016,Agosto,RETIRO,4986,2184,2802,51,21,30,350,154,196,624,301,323,192,90,102,1487,676,811,322,163,159,405,157,248,1534,615,919,21,7,14,0,0,0,Agosto 2016
2016,Agosto,SALAMANCA,5810,2438,3372,11,5,6,109,46,63,1685,757,928,183,65,118,1452,652,800,277,115,162,319,113,206,1755,680,1075,19,5,14,0,0,0,Agosto 2016
2016,Agosto,CHAMARTÍN,5644,2440,3204,12,6,6,130,60,70,1190,549,641,176,62,114,1547,709,838,275,115,160,381,135,246,1918,798,1120,15,6,9,0,0,0,Agosto 2016
2016,Agosto,TETUÁN,9711,4409,5302,40,17,23,1154,576,578,1488,702,786,481,197,284,4080,1938,2142,465,189,276,451,152,299,1543,635,908,9,3,6,0,0,0,Agosto 2016
2016,Agosto,CHAMBERÍ,5827,2476,3351,53,20,33,190,90,100,788,372,416,198,68,130,1841,874,967,292,137,155,402,137,265,2036,770,1266,27,8,19,0,0,0,Agosto 2016
2016,Agosto,FUENCARRAL - EL PARDO,10810,4514,6296,28,10,18,450,196,254,1733,821,912,591,223,368,4171,1856,2315,668,280,388,725,227,498,2417,891,1526,27,10,17,0,0,0,Agosto 2016
2016,Agosto,MONCLOA - ARAVACA,4876,2146,2730,28,14,14,216,112,104,467,223,244,212,85,127,1853,861,992,287,132,155,336,119,217,1451,591,860,26,9,17,0,0,0,Agosto 2016
2016,Agosto,LATINA,15930,7299,8631,186,88,98,1619,784,835,2090,1070,1020,1193,493,700,7103,3487,3616,1093,456,637,810,241,569,1813,671,1142,23,9,14,0,0,0,Agosto 2016
2016,Agosto,CARABANCHEL,18454,8397,10057,139,73,66,1583,728,855,4662,2328,2334,1094,457,637,7917,3758,4159,938,391,547,691,178,513,1408,479,929,22,5,17,0,0,0,Agosto 2016
2016,Agosto,USERA,10646,4845,5801,71,32,39,958,445,513,1970,1012,958,730,297,433,5572,2595,2977,455,168,287,275,78,197,605,215,390,10,3,7,0,0,0,Agosto 2016
2016,Agosto,PUENTE DE VALLECAS,20921,9975,10946,1704,843,861,2417,1234,1183,3086,1547,1539,1413,602,811,10106,4919,5187,840,353,487,400,122,278,948,352,596,7,3,4,0,0,0,Agosto 2016
2016,Agosto,MORATALAZ,5987,2630,3357,167,72,95,304,133,171,1343,657,686,333,145,188,2424,1111,1313,370,165,205,314,90,224,723,252,471,9,5,4,0,0,0,Agosto 2016
2016,Agosto,CIUDAD LINEAL,12827,5669,7158,89,40,49,308,139,169,3004,1438,1566,662,275,387,5226,2421,2805,777,341,436,735,262,473,1999,747,1252,27,6,21,0,0,0,Agosto 2016
2016,Agosto,HORTALEZA,9324,4012,5312,39,14,25,407,213,194,1681,806,875,523,166,357,3634,1661,1973,635,257,378,602,210,392,1791,683,1108,12,2,10,0,0,0,Agosto 2016
2016,Agosto,VILLAVERDE,12293,5640,6653,110,47,63,1004,542,462,2317,1142,1175,713,268,445,6694,3179,3515,528,189,339,348,98,250,569,175,394,10,0,10,0,0,0,Agosto 2016
2016,Agosto,VILLA DE VALLECAS,8070,3413,4657,116,54,62,1200,607,593,1392,670,722,464,136,328,3491,1493,1998,471,178,293,327,83,244,599,189,410,10,3,7,0,0,0,Agosto 2016
2016,Agosto,VICÁLVARO,5110,2189,2921,192,93,99,421,217,204,1218,583,635,311,98,213,2057,928,1129,307,111,196,208,53,155,392,104,288,4,2,2,0,0,0,Agosto 2016
2016,Agosto,SAN BLAS-CANILLEJAS,10459,4713,5746,97,44,53,387,178,209,2096,1082,1014,682,252,430,5029,2375,2654,665,259,406,465,136,329,1029,383,646,9,4,5,0,0,0,Agosto 2016
2016,Agosto,BARAJAS,2253,986,1267,25,11,14,92,44,48,258,109,149,104,48,56,1024,487,537,165,72,93,151,54,97,430,159,271,4,2,2,0,0,0,Agosto 2016
2016,Septiembre,MADRID,195920,89237,106683,3449,1650,1799,14292,7051,7241,37130,18375,18755,11356,4558,6798,83199,39664,43535,10724,4576,6148,8191,2807,5384,27198,10438,16760,381,118,263,0,0,0,Septiembre 2016
2016,Septiembre,CENTRO,9002,4620,4382,121,60,61,563,328,235,1959,1108,851,387,184,203,3041,1739,1302,455,214,241,389,151,238,2056,823,1233,31,13,18,0,0,0,Septiembre 2016
2016,Septiembre,ARGANZUELA,8320,3695,4625,63,39,24,273,139,134,1461,734,727,471,206,265,3023,1422,1601,563,257,306,525,201,324,1908,690,1218,33,7,26,0,0,0,Septiembre 2016
2016,Septiembre,RETIRO,4867,2129,2738,58,29,29,349,158,191,633,318,315,202,84,118,1509,675,834,304,155,149,354,142,212,1431,561,870,27,7,20,0,0,0,Septiembre 2016
2016,Septiembre,SALAMANCA,5772,2491,3281,11,5,6,117,50,67,1708,786,922,204,74,130,1430,648,782,288,131,157,305,120,185,1682,668,1014,27,9,18,0,0,0,Septiembre 2016
2016,Septiembre,CHAMARTÍN,5503,2419,3084,14,5,9,128,62,66,1161,556,605,182,67,115,1536,695,841,296,124,172,348,133,215,1823,772,1051,15,5,10,0,0,0,Septiembre 2016
2016,Septiembre,TETUÁN,9559,4383,5176,48,19,29,1163,585,578,1498,689,809,475,190,285,4105,1964,2141,452,195,257,380,139,241,1428,599,829,10,3,7,0,0,0,Septiembre 2016
2016,Septiembre,CHAMBERÍ,5672,2449,3223,44,17,27,190,86,104,805,382,423,192,70,122,1836,887,949,300,142,158,358,122,236,1917,731,1186,30,12,18,0,0,0,Septiembre 2016
2016,Septiembre,FUENCARRAL - EL PARDO,10644,4523,6121,28,10,18,459,194,265,1805,865,940,598,229,369,4142,1849,2293,665,280,385,650,221,429,2268,865,1403,29,10,19,0,0,0,Septiembre 2016
2016,Septiembre,MONCLOA - ARAVACA,4797,2170,2627,33,14,19,215,114,101,496,248,248,212,86,126,1880,892,988,252,113,139,296,114,182,1388,582,806,25,7,18,0,0,0,Septiembre 2016
2016,Septiembre,LATINA,15799,7338,8461,196,94,102,1636,799,837,2150,1083,1067,1260,529,731,7129,3525,3604,1058,457,601,684,211,473,1660,627,1033,26,13,13,0,0,0,Septiembre 2016
2016,Septiembre,CARABANCHEL,18472,8505,9967,150,76,74,1569,734,835,4818,2392,2426,1118,461,657,8027,3822,4205,940,406,534,577,172,405,1257,438,819,16,4,12,0,0,0,Septiembre 2016
2016,Septiembre,USERA,10716,4936,5780,85,40,45,980,451,529,2021,1018,1003,741,306,435,5659,2683,2976,464,166,298,225,73,152,529,195,334,12,4,8,0,0,0,Septiembre 2016
2016,Septiembre,PUENTE DE VALLECAS,20977,10029,10948,1757,868,889,2491,1260,1231,3085,1556,1529,1437,632,805,10155,4939,5216,817,339,478,346,105,241,881,328,553,8,2,6,0,0,0,Septiembre 2016
2016,Septiembre,MORATALAZ,5917,2658,3259,166,75,91,300,139,161,1327,644,683,348,153,195,2448,1145,1303,371,165,206,280,84,196,669,249,420,8,4,4,0,0,0,Septiembre 2016
2016,Septiembre,CIUDAD LINEAL,12707,5663,7044,85,33,52,321,149,172,3055,1453,1602,672,281,391,5256,2429,2827,773,352,421,649,244,405,1869,716,1153,27,6,21,0,0,0,Septiembre 2016
2016,Septiembre,HORTALEZA,9075,3950,5125,37,14,23,407,208,199,1677,820,857,516,179,337,3600,1654,1946,609,241,368,560,196,364,1649,634,1015,20,4,16,0,0,0,Septiembre 2016
2016,Septiembre,VILLAVERDE,12434,5844,6590,111,50,61,1022,558,464,2448,1226,1222,736,270,466,6803,3285,3518,531,210,321,292,86,206,482,159,323,9,0,9,0,0,0,Septiembre 2016
2016,Septiembre,VILLA DE VALLECAS,7954,3448,4506,121,55,66,1236,616,620,1387,675,712,481,147,334,3470,1538,1932,448,176,272,258,62,196,545,177,368,8,2,6,0,0,0,Septiembre 2016
2016,Septiembre,VICÁLVARO,5068,2210,2858,198,92,106,404,217,187,1226,590,636,317,100,217,2061,947,1114,320,116,204,173,48,125,366,98,268,3,2,1,0,0,0,Septiembre 2016
2016,Septiembre,SAN BLAS-CANILLEJAS,10514,4812,5702,102,47,55,380,165,215,2143,1112,1031,697,255,442,5104,2454,2650,662,268,394,414,132,282,997,376,621,15,3,12,0,0,0,Septiembre 2016
2016,Septiembre,BARAJAS,2151,965,1186,21,8,13,89,39,50,267,120,147,110,55,55,985,472,513,156,69,87,128,51,77,393,150,243,2,1,1,0,0,0,Septiembre 2016
2016,Octubre,MADRID,195388,89476,105912,3534,1691,1843,14448,7166,7282,37576,18644,18932,11660,4645,7015,83151,39790,43361,10542,4517,6025,7908,2775,5133,26195,10138,16057,374,110,264,0,0,0,Octubre 2016
2016,Octubre,CENTRO,8894,4665,4229,131,70,61,570,334,236,1941,1105,836,400,196,204,3084,1800,1284,453,217,236,379,149,230,1905,782,1123,31,12,19,0,0,0,Octubre 2016
2016,Octubre,ARGANZUELA,8117,3654,4463,58,33,25,279,144,135,1457,752,705,469,195,274,2973,1416,1557,528,245,283,507,193,314,1810,670,1140,36,6,30,0,0,0,Octubre 2016
2016,Octubre,RETIRO,4806,2108,2698,49,23,26,335,156,179,651,314,337,196,72,124,1509,690,819,298,156,142,346,143,203,1399,550,849,23,4,19,0,0,0,Octubre 2016
2016,Octubre,SALAMANCA,5630,2384,3246,13,6,7,129,58,71,1676,754,922,190,69,121,1412,635,777,270,123,147,294,106,188,1624,626,998,22,7,15,0,0,0,Octubre 2016
2016,Octubre,CHAMARTÍN,5446,2425,3021,15,6,9,126,65,61,1153,549,604,186,68,118,1524,701,823,305,135,170,347,135,212,1770,757,1013,20,9,11,0,0,0,Octubre 2016
2016,Octubre,TETUÁN,9656,4435,5221,49,23,26,1211,605,606,1543,716,827,509,207,302,4120,1968,2152,453,199,254,370,136,234,1393,578,815,8,3,5,0,0,0,Octubre 2016
