año,mes,distrito,total,hombres_total,mujeres_total,no_estudios_total,no_estudios_hombres,no_estudios_mujeres,estudios_primarios_incompletos_total,estudios_primarios_incompletos_hombres,estudios_primarios_incompletos_mujeres,estudios_primarios_total,estudios_primarios_hombres,estudios_primarios_mujeres,programa_fp_total,programa_fp_hombres,programa_fp_mujeres,educacion_general_total,educacion_general_hombres,educacion_general_mujeres,estudios_tecnico_profesionales_superiores_total,estudios_tecnico_profesionales_superiores_hombres,estudios_tecnico_profesionales_superiores_mujeres,estudios_universitarios_ciclo1_total,estudios_universitarios_ciclo1_hombres,estudios_universitarios_ciclo1_mujeres,estudios_universitarios_ciclo2y3_total,estudios_universitarios_ciclo2y3_hombres,estudios_universitarios_ciclo2y3_mujeres,otros_total,otros_hombres,otros_mujeres,otro_fp_total,otro_fp_hombres,otro_fp_mujeres,fecha
2021,Febrero,MONCLOA - ARAVACA,5334,2385,2949,19,10,9,323,158,165,1200,552,648,227,106,121,1583,760,823,314,146,168,238,98,140,1413,548,865,17,7,10,0,0,0,Febrero 2021
2021,Febrero,LATINA,17318,7821,9497,208,80,128,2082,941,1141,3714,1671,2043,1210,504,706,6764,3306,3458,1238,527,711,484,168,316,1595,617,978,23,7,16,0,0,0,Febrero 2021
2021,Febrero,CARABANCHEL,21218,9462,11756,155,64,91,1789,823,966,9253,4191,5062,1140,454,686,6091,2885,3206,987,413,574,415,138,277,1381,493,888,7,1,6,0,0,0,Febrero 2021
2021,Febrero,USERA,12912,5678,7234,71,35,36,3326,1498,1828,3463,1549,1914,670,263,407,4238,1877,2361,446,189,257,162,54,108,530,210,320,6,3,3,0,0,0,Febrero 2021
2021,Febrero,PUENTE DE VALLECAS,22878,10457,12421,822,343,479,2974,1311,1663,6319,2937,3382,1291,534,757,9533,4517,5016,829,389,440,219,76,143,878,345,533,13,5,8,0,0,0,Febrero 2021
2021,Febrero,MORATALAZ,6243,2739,3504,94,40,54,577,252,325,1907,861,1046,342,144,198,2180,1024,1156,342,134,208,192,71,121,604,210,394,5,3,2,0,0,0,Febrero 2021
2021,Febrero,CIUDAD LINEAL,13807,6084,7723,75,27,48,460,197,263,5007,2249,2758,667,270,397,4544,2161,2383,822,353,469,408,134,274,1799,691,1108,25,2,23,0,0,0,Febrero 2021
2021,Febrero,HORTALEZA,10088,4268,5820,127,47,80,558,264,294,2859,1266,1593,531,192,339,3286,1509,1777,601,259,342,406,137,269,1707,588,1119,13,6,7,0,0,0,Febrero 2021
2021,Febrero,VILLAVERDE,14540,6309,8231,90,36,54,799,346,453,6440,2868,3572,784,299,485,5090,2277,2813,592,236,356,186,53,133,555,193,362,4,1,3,0,0,0,Febrero 2021
2021,Febrero,VILLA DE VALLECAS,8949,3749,5200,126,49,77,1386,643,743,2741,1207,1534,502,175,327,3025,1274,1751,423,159,264,188,54,134,551,187,364,7,1,6,0,0,0,Febrero 2021
2021,Febrero,VICÁLVARO,5617,2406,3211,118,52,66,568,283,285,1854,817,1037,352,133,219,1936,861,1075,296,100,196,124,26,98,366,133,233,3,1,2,0,0,0,Febrero 2021
2021,Febrero,SAN BLAS-CANILLEJAS,11474,5026,6448,71,26,45,533,233,300,3912,1739,2173,691,273,418,4316,2035,2281,665,273,392,304,94,210,977,351,626,5,2,3,0,0,0,Febrero 2021
2021,Febrero,BARAJAS,2532,1121,1411,17,5,12,134,60,74,613,300,313,126,56,70,961,444,517,147,70,77,122,34,88,409,151,258,3,1,2,0,0,0,Febrero 2021
2021,Marzo,MADRID,214446,94902,119544,2311,961,1350,18800,8544,10256,67781,30779,37002,11076,4393,6683,71370,33357,38013,10979,4743,6236,5999,2069,3930,25874,9965,15909,256,91,165,0,0,0,Marzo 2021
2021,Marzo,CENTRO,10355,5423,4932,77,43,34,632,362,270,3450,1875,1575,386,188,198,2981,1650,1331,480,227,253,352,165,187,1974,902,1072,23,11,12,0,0,0,Marzo 2021
2021,Marzo,ARGANZUELA,8504,3870,4634,67,30,37,317,166,151,1876,880,996,440,184,256,2911,1423,1488,600,291,309,420,170,250,1845,718,1127,28,8,20,0,0,0,Marzo 2021
2021,Marzo,RETIRO,4972,2196,2776,25,13,12,190,85,105,1506,696,810,179,81,98,1288,589,699,291,144,147,237,88,149,1246,497,749,10,3,7,0,0,0,Marzo 2021
2021,Marzo,SALAMANCA,6064,2551,3513,17,8,9,244,101,143,2084,871,1213,195,69,126,1452,689,763,297,127,170,260,87,173,1497,596,901,18,3,15,0,0,0,Marzo 2021
2021,Marzo,CHAMARTÍN,5800,2487,3313,29,9,20,194,93,101,1716,777,939,205,76,129,1517,686,831,294,124,170,272,105,167,1561,609,952,12,8,4,0,0,0,Marzo 2021
2021,Marzo,TETUÁN,10611,4688,5923,40,17,23,866,383,483,4221,1941,2280,468,172,296,2995,1336,1659,471,220,251,233,74,159,1309,543,766,8,2,6,0,0,0,Marzo 2021
2021,Marzo,CHAMBERÍ,5964,2557,3407,30,12,18,332,142,190,1301,620,681,193,72,121,1698,770,928,269,127,142,284,105,179,1840,699,1141,17,10,7,0,0,0,Marzo 2021
2021,Marzo,FUENCARRAL - EL PARDO,11067,4722,6345,68,37,31,540,238,302,3114,1402,1712,562,224,338,3403,1543,1860,669,288,381,492,158,334,2203,825,1378,16,7,9,0,0,0,Marzo 2021
2021,Marzo,MONCLOA - ARAVACA,5268,2365,2903,15,7,8,306,155,151,1192,560,632,228,108,120,1596,766,830,309,139,170,232,91,141,1375,533,842,15,6,9,0,0,0,Marzo 2021
2021,Marzo,LATINA,17150,7700,9450,210,80,130,2049,911,1138,3696,1642,2054,1206,501,705,6725,3275,3450,1212,525,687,478,166,312,1553,592,961,21,8,13,0,0,0,Marzo 2021
2021,Marzo,CARABANCHEL,20917,9269,11648,150,59,91,1787,817,970,9096,4095,5001,1103,435,668,6024,2838,3186,980,407,573,412,133,279,1356,484,872,9,1,8,0,0,0,Marzo 2021
2021,Marzo,USERA,12785,5587,7198,68,34,34,3297,1479,1818,3396,1485,1911,672,251,421,4221,1879,2342,447,185,262,163,57,106,516,214,302,5,3,2,0,0,0,Marzo 2021
2021,Marzo,PUENTE DE VALLECAS,22500,10217,12283,796,329,467,2953,1292,1661,6150,2824,3326,1275,515,760,9407,4456,4951,821,381,440,224,75,149,859,339,520,15,6,9,0,0,0,Marzo 2021
2021,Marzo,MORATALAZ,6206,2718,3488,91,39,52,579,250,329,1907,852,1055,344,143,201,2173,1019,1154,335,137,198,187,68,119,585,207,378,5,3,2,0,0,0,Marzo 2021
2021,Marzo,CIUDAD LINEAL,13626,5990,7636,77,28,49,490,220,270,4913,2215,2698,656,259,397,4477,2106,2371,796,336,460,418,136,282,1777,688,1089,22,2,20,0,0,0,Marzo 2021
2021,Marzo,HORTALEZA,9902,4166,5736,131,50,81,546,255,291,2786,1217,1569,530,186,344,3240,1484,1756,610,262,348,408,133,275,1640,574,1066,11,5,6,0,0,0,Marzo 2021
2021,Marzo,VILLAVERDE,14456,6196,8260,90,36,54,827,364,463,6343,2789,3554,773,294,479,5094,2249,2845,588,225,363,189,50,139,548,188,360,4,1,3,0,0,0,Marzo 2021
2021,Marzo,VILLA DE VALLECAS,8787,3678,5109,126,47,79,1372,637,735,2675,1174,1501,487,169,318,2997,1271,1726,411,152,259,187,55,132,525,172,353,7,1,6,0,0,0,Marzo 2021
2021,Marzo,VICÁLVARO,5657,2438,3219,118,53,65,594,288,306,1854,823,1031,362,137,225,1935,889,1046,298,93,205,137,30,107,357,125,232,2,0,2,0,0,0,Marzo 2021
2021,Marzo,SAN BLAS-CANILLEJAS,11388,5008,6380,71,26,45,552,249,303,3925,1766,2159,686,274,412,4293,2008,2285,654,283,371,297,87,210,905,313,592,5,2,3,0,0,0,Marzo 2021
2021,Marzo,BARAJAS,2467,1076,1391,15,4,11,133,57,76,580,275,305,126,55,71,943,431,512,147,70,77,117,36,81,403,147,256,3,1,2,0,0,0,Marzo 2021
2021,Abril,MADRID,212597,93966,118631,2304,953,1351,18868,8590,10278,67413,30566,36847,10940,4303,6637,70711,32997,37714,10764,4613,6151,5893,2036,3857,25460,9821,15639,244,87,157,0,0,0,Abril 2021
2021,Abril,CENTRO,10203,5341,4862,76,43,33,630,355,275,3464,1879,1585,387,193,194,2905,1614,1291,473,225,248,344,164,180,1903,859,1044,21,9,12,0,0,0,Abril 2021
2021,Abril,ARGANZUELA,8382,3819,4563,64,30,34,329,173,156,1860,871,989,427,167,260,2869,1406,1463,587,290,297,397,161,236,1820,713,1107,29,8,21,0,0,0,Abril 2021
2021,Abril,RETIRO,4985,2198,2787,25,13,12,198,86,112,1511,696,815,179,82,97,1274,581,693,295,141,154,239,94,145,1254,502,752,10,3,7,0,0,0,Abril 2021
2021,Abril,SALAMANCA,5983,2514,3469,15,6,9,245,95,150,2035,846,1189,193,71,122,1444,690,754,309,130,179,237,77,160,1489,595,894,16,4,12,0,0,0,Abril 2021
2021,Abril,CHAMARTÍN,5689,2466,3223,31,8,23,206,95,111,1696,773,923,189,70,119,1495,684,811,283,121,162,260,99,161,1522,611,911,7,5,2,0,0,0,Abril 2021
2021,Abril,TETUÁN,10541,4645,5896,40,18,22,867,380,487,4201,1917,2284,461,174,287,3011,1340,1671,453,209,244,221,74,147,1279,531,748,8,2,6,0,0,0,Abril 2021
2021,Abril,CHAMBERÍ,5947,2578,3369,31,13,18,338,152,186,1333,640,693,197,74,123,1664,760,904,281,127,154,288,113,175,1798,689,1109,17,10,7,0,0,0,Abril 2021
2021,Abril,FUENCARRAL - EL PARDO,10985,4714,6271,68,35,33,540,239,301,3116,1415,1701,553,223,330,3390,1540,1850,649,271,378,488,162,326,2167,823,1344,14,6,8,0,0,0,Abril 2021
2021,Abril,MONCLOA - ARAVACA,5199,2292,2907,17,7,10,317,160,157,1198,550,648,223,104,119,1550,741,809,290,127,163,231,91,140,1360,507,853,13,5,8,0,0,0,Abril 2021
2021,Abril,LATINA,17037,7631,9406,213,79,134,2060,930,1130,3675,1640,2035,1186,477,709,6652,3232,3420,1197,517,680,484,161,323,1549,587,962,21,8,13,0,0,0,Abril 2021
2021,Abril,CARABANCHEL,20680,9120,11560,152,63,89,1750,784,966,9065,4049,5016,1087,432,655,5983,2805,3178,941,388,553,392,129,263,1303,469,834,7,1,6,0,0,0,Abril 2021
2021,Abril,USERA,12665,5547,7118,69,34,35,3310,1508,1802,3349,1467,1882,649,244,405,4173,1852,2321,429,172,257,156,52,104,527,217,310,3,1,2,0,0,0,Abril 2021
2021,Abril,PUENTE DE VALLECAS,22554,10253,12301,773,316,457,3005,1315,1690,6167,2840,3327,1302,520,782,9389,4470,4919,832,385,447,219,72,147,852,329,523,15,6,9,0,0,0,Abril 2021
2021,Abril,MORATALAZ,6172,2698,3474,94,41,53,579,259,320,1892,843,1049,337,142,195,2156,1006,1150,347,135,212,182,62,120,580,207,373,5,3,2,0,0,0,Abril 2021
2021,Abril,CIUDAD LINEAL,13461,5925,7536,77,26,51,479,217,262,4839,2180,2659,641,265,376,4446,2082,2364,790,335,455,424,140,284,1740,675,1065,25,5,20,0,0,0,Abril 2021
2021,Abril,HORTALEZA,9735,4092,5643,128,49,79,537,255,282,2747,1207,1540,529,178,351,3191,1453,1738,585,254,331,411,130,281,1595,560,1035,12,6,6,0,0,0,Abril 2021
2021,Abril,VILLAVERDE,14254,6036,8218,88,34,54,831,352,479,6287,2746,3541,756,273,483,4977,2181,2796,577,218,359,190,50,140,544,180,364,4,2,2,0,0,0,Abril 2021
2021,Abril,VILLA DE VALLECAS,8817,3722,5095,125,46,79,1376,647,729,2693,1187,1506,493,167,326,2995,1280,1715,411,155,256,194,55,139,524,185,339,6,0,6,0,0,0,Abril 2021
2021,Abril,VICÁLVARO,5559,2374,3185,125,57,68,578,279,299,1813,800,1013,357,136,221,1918,860,1058,282,90,192,136,34,102,348,118,230,2,0,2,0,0,0,Abril 2021
2021,Abril,SAN BLAS-CANILLEJAS,11310,4951,6359,75,29,46,552,249,303,3892,1752,2140,667,254,413,4301,1999,2302,621,262,359,286,80,206,911,324,587,5,2,3,0,0,0,Abril 2021
2021,Abril,BARAJAS,2439,1050,1389,18,6,12,141,60,81,580,268,312,127,57,70,928,421,507,132,61,71,114,36,78,395,140,255,4,1,3,0,0,0,Abril 2021
2021,Mayo,MADRID,207254,91086,116168,2229,912,1317,18540,8370,10170,65597,29592,36005,10730,4182,6548,68880,31911,36969,10487,4501,5986,5815,2025,3790,24726,9507,15219,250,86,164,0,0,0,Mayo 2021
2021,Mayo,CENTRO,9930,5129,4801,78,46,32,626,345,281,3400,1816,1584,376,185,191,2813,1545,1268,443,211,232,333,156,177,1842,816,1026,19,9,10,0,0,0,Mayo 2021
2021,Mayo,ARGANZUELA,8048,3627,4421,59,24,35,325,165,160,1764,823,941,403,155,248,2749,1335,1414,556,266,290,398,159,239,1766,692,1074,28,8,20,0,0,0,Mayo 2021
2021,Mayo,RETIRO,4856,2167,2689,22,11,11,197,93,104,1450,675,775,176,81,95,1251,582,669,291,141,150,229,93,136,1229,486,743,11,5,6,0,0,0,Mayo 2021
2021,Mayo,SALAMANCA,5858,2480,3378,12,5,7,234,89,145,1986,829,1157,195,74,121,1404,661,743,308,131,177,231,82,149,1469,604,865,19,5,14,0,0,0,Mayo 2021
2021,Mayo,CHAMARTÍN,5524,2372,3152,30,7,23,194,88,106,1629,745,884,192,68,124,1435,645,790,271,114,157,272,102,170,1494,598,896,7,5,2,0,0,0,Mayo 2021
2021,Mayo,TETUÁN,10295,4519,5776,36,14,22,855,368,487,4098,1879,2219,452,167,285,2934,1307,1627,442,200,242,231,80,151,1240,503,737,7,1,6,0,0,0,Mayo 2021
2021,Mayo,CHAMBERÍ,5736,2479,3257,28,10,18,319,145,174,1311,632,679,185,64,121,1591,718,873,268,121,147,275,112,163,1743,669,1074,16,8,8,0,0,0,Mayo 2021
2021,Mayo,FUENCARRAL - EL PARDO,10830,4597,6233,67,32,35,539,232,307,3085,1391,1694,546,214,332,3329,1494,1835,639,275,364,478,156,322,2133,797,1336,14,6,8,0,0,0,Mayo 2021
2021,Mayo,MONCLOA - ARAVACA,5061,2251,2810,16,7,9,316,164,152,1169,555,614,224,101,123,1528,720,808,279,125,154,228,86,142,1290,488,802,11,5,6,0,0,0,Mayo 2021
2021,Mayo,LATINA,16629,7455,9174,209,84,125,2030,912,1118,3574,1600,1974,1167,469,698,6487,3154,3333,1174,516,658,472,159,313,1493,554,939,23,7,16,0,0,0,Mayo 2021
2021,Mayo,CARABANCHEL,20143,8793,11350,143,58,85,1711,753,958,8829,3924,4905,1078,410,668,5812,2704,3108,929,381,548,365,116,249,1269,446,823,7,1,6,0,0,0,Mayo 2021
2021,Mayo,USERA,12340,5373,6967,65,34,31,3230,1461,1769,3235,1392,1843,643,243,400,4082,1801,2281,433,178,255,153,53,100,497,210,287,2,1,1,0,0,0,Mayo 2021
2021,Mayo,PUENTE DE VALLECAS,22086,9984,12102,758,307,451,2951,1283,1668,5994,2745,3249,1277,513,764,9246,4372,4874,821,384,437,223,75,148,802,300,502,14,5,9,0,0,0,Mayo 2021
2021,Mayo,MORATALAZ,6003,2599,3404,93,41,52,576,260,316,1814,797,1017,330,138,192,2096,962,1134,331,133,198,184,60,124,574,205,369,5,3,2,0,0,0,Mayo 2021
2021,Mayo,CIUDAD LINEAL,13133,5771,7362,68,22,46,490,221,269,4715,2146,2569,638,259,379,4335,2005,2330,745,312,433,426,142,284,1689,659,1030,27,5,22,0,0,0,Mayo 2021
2021,Mayo,HORTALEZA,9586,3985,5601,123,46,77,526,250,276,2689,1157,1532,529,179,350,3143,1408,1735,578,249,329,402,133,269,1582,558,1024,14,5,9,0,0,0,Mayo 2021
2021,Mayo,VILLAVERDE,13833,5817,8016,83,31,52,812,343,469,6091,2612,3479,747,276,471,4817,2106,2711,559,216,343,190,48,142,530,183,347,4,2,2,0,0,0,Mayo 2021
2021,Mayo,VILLA DE VALLECAS,8514,3543,4971,125,47,78,1347,620,727,2602,1132,1470,478,167,311,2875,1204,1671,385,143,242,184,51,133,509,178,331,9,1,8,0,0,0,Mayo 2021
2021,Mayo,VICÁLVARO,5467,2326,3141,120,52,68,561,270,291,1790,788,1002,343,126,217,1877,842,1035,292,91,201,139,36,103,342,120,222,3,1,2,0,0,0,Mayo 2021
2021,Mayo,SAN BLAS-CANILLEJAS,11047,4838,6209,76,28,48,563,254,309,3827,1705,2122,639,243,396,4179,1944,2235,614,257,357,287,90,197,856,315,541,6,2,4,0,0,0,Mayo 2021
2021,Mayo,BARAJAS,2335,981,1354,18,6,12,138,54,84,545,249,296,112,50,62,897,402,495,129,57,72,115,36,79,377,126,251,4,1,3,0,0,0,Mayo 2021
2021,Junio,MADRID,202866,88248,114618,2166,891,1275,18192,8214,9978,63797,28543,35254,10501,4043,6458,67199,30812,36387,10162,4285,5877,5761,1958,3803,24841,9425,15416,247,77,170,0,0,0,Junio 2021
2021,Junio,CENTRO,9730,5040,4690,75,43,32,616,340,276,3304,1774,1530,358,175,183,2771,1522,1249,416,204,212,330,153,177,1836,818,1018,24,11,13,0,0,0,Junio 2021
2021,Junio,ARGANZUELA,7867,3505,4362,49,20,29,301,151,150,1686,773,913,410,168,242,2719,1319,1400,527,252,275,397,146,251,1752,672,1080,26,4,22,0,0,0,Junio 2021
2021,Junio,RETIRO,4799,2108,2691,17,7,10,207,96,111,1433,661,772,174,73,101,1223,563,660,276,133,143,227,88,139,1235,484,751,7,3,4,0,0,0,Junio 2021
2021,Junio,SALAMANCA,5783,2419,3364,11,5,6,228,85,143,1954,814,1140,182,63,119,1367,634,733,298,132,166,237,75,162,1485,605,880,21,6,15,0,0,0,Junio 2021
2021,Junio,CHAMARTÍN,5447,2334,3113,32,8,24,200,96,104,1608,724,884,186,62,124,1413,641,772,268,111,157,264,99,165,1469,588,881,7,5,2,0,0,0,Junio 2021
2021,Junio,TETUÁN,10059,4391,5668,37,14,23,799,332,467,3999,1837,2162,443,166,277,2825,1254,1571,431,194,237,227,80,147,1293,513,780,5,1,4,0,0,0,Junio 2021
2021,Junio,CHAMBERÍ,5656,2429,3227,29,11,18,312,148,164,1281,605,676,196,70,126,1571,700,871,261,117,144,268,103,165,1722,668,1054,16,7,9,0,0,0,Junio 2021
2021,Junio,FUENCARRAL - EL PARDO,10672,4408,6264,72,35,37,517,216,301,2982,1299,1683,543,202,341,3268,1444,1824,654,276,378,485,155,330,2135,774,1361,16,7,9,0,0,0,Junio 2021
2021,Junio,MONCLOA - ARAVACA,5004,2210,2794,16,6,10,297,147,150,1154,548,606,211,95,116,1500,710,790,268,117,151,222,80,142,1323,503,820,13,4,9,0,0,0,Junio 2021
2021,Junio,LATINA,16112,7132,8980,197,76,121,1955,883,1072,3458,1546,1912,1126,442,684,6281,3011,3270,1128,482,646,459,152,307,1485,532,953,23,8,15,0,0,0,Junio 2021
2021,Junio,CARABANCHEL,19699,8535,11164,133,56,77,1697,757,940,8540,3771,4769,1062,397,665,5700,2626,3074,911,367,544,367,114,253,1282,446,836,7,1,6,0,0,0,Junio 2021
2021,Junio,USERA,11885,5155,6730,60,31,29,3162,1427,1735,3059,1310,1749,614,229,385,3923,1734,2189,401,165,236,150,49,101,513,208,305,3,2,1,0,0,0,Junio 2021
2021,Junio,PUENTE DE VALLECAS,21644,9702,11942,747,314,433,2923,1284,1639,5839,2667,3172,1254,503,751,8984,4180,4804,800,358,442,227,76,151,854,316,538,16,4,12,0,0,0,Junio 2021
2021,Junio,MORATALAZ,5974,2571,3403,87,39,48,574,262,312,1801,779,1022,326,136,190,2060,949,1111,340,140,200,185,56,129,595,207,388,6,3,3,0,0,0,Junio 2021
2021,Junio,CIUDAD LINEAL,12699,5520,7179,68,25,43,471,213,258,4538,2036,2502,592,239,353,4216,1934,2282,696,280,416,419,144,275,1676,646,1030,23,3,20,0,0,0,Junio 2021
2021,Junio,HORTALEZA,9450,3888,5562,119,41,78,524,243,281,2634,1133,1501,533,179,354,3095,1366,1729,573,237,336,405,138,267,1555,548,1007,12,3,9,0,0,0,Junio 2021
2021,Junio,VILLAVERDE,13431,5585,7846,79,30,49,802,342,460,5905,2508,3397,729,265,464,4639,2009,2630,559,209,350,176,43,133,537,177,360,5,2,3,0,0,0,Junio 2021
2021,Junio,VILLA DE VALLECAS,8417,3444,4973,125,47,78,1335,617,718,2574,1103,1471,479,166,313,2857,1174,1683,358,121,237,182,53,129,502,163,339,5,0,5,0,0,0,Junio 2021
2021,Junio,VICÁLVARO,5385,2252,3133,122,52,70,565,269,296,1772,770,1002,338,124,214,1821,794,1027,278,90,188,141,34,107,346,119,227,2,0,2,0,0,0,Junio 2021
2021,Junio,SAN BLAS-CANILLEJAS,10830,4648,6182,74,26,48,567,246,321,3718,1631,2087,634,239,395,4092,1867,2225,594,244,350,283,86,197,861,307,554,7,2,5,0,0,0,Junio 2021
2021,Junio,BARAJAS,2323,972,1351,17,5,12,140,60,80,558,254,304,111,50,61,874,381,493,125,56,69,110,34,76,385,131,254,3,1,2,0,0,0,Junio 2021
2021,Julio,MADRID,199825,86085,113740,2077,860,1217,17657,7927,9730,61619,27400,34219,10177,3906,6271,65837,29932,35905,10264,4246,6018,6030,2010,4020,25929,9723,16206,235,81,154,0,0,0,Julio 2021
2021,Julio,CENTRO,9547,4909,4638,68,42,26,587,313,274,3171,1713,1458,349,171,178,2701,1468,1233,420,197,223,341,155,186,1887,840,1047,23,10,13,0,0,0,Julio 2021
2021,Julio,ARGANZUELA,7815,3450,4365,50,21,29,289,152,137,1616,728,888,398,156,242,2625,1275,1350,543,251,292,413,151,262,1857,710,1147,24,6,18,0,0,0,Julio 2021
2021,Julio,RETIRO,4852,2118,2734,18,7,11,185,85,100,1430,655,775,169,74,95,1209,542,667,285,138,147,252,98,154,1295,516,779,9,3,6,0,0,0,Julio 2021
2021,Julio,SALAMANCA,5774,2383,3391,13,5,8,238,93,145,1924,788,1136,177,61,116,1339,626,713,289,124,165,252,82,170,1523,599,924,19,5,14,0,0,0,Julio 2021
2021,Julio,CHAMARTÍN,5458,2301,3157,24,7,17,189,89,100,1581,705,876,179,64,115,1394,620,774,277,112,165,272,95,177,1534,603,931,8,6,2,0,0,0,Julio 2021
2021,Julio,TETUÁN,9823,4235,5588,35,16,19,762,315,447,3857,1752,2105,414,157,257,2742,1210,1532,433,185,248,252,83,169,1324,516,808,4,1,3,0,0,0,Julio 2021
2021,Julio,CHAMBERÍ,5645,2386,3259,26,10,16,297,134,163,1252,580,672,183,63,120,1593,704,889,258,111,147,265,99,166,1754,677,1077,17,8,9,0,0,0,Julio 2021
2021,Julio,FUENCARRAL - EL PARDO,10636,4358,6278,73,38,35,519,218,301,2902,1252,1650,538,205,333,3209,1407,1802,642,262,380,514,163,351,2228,807,1421,11,6,5,0,0,0,Julio 2021
2021,Julio,MONCLOA - ARAVACA,4928,2122,2806,17,6,11,280,136,144,1104,509,595,189,88,101,1472,692,780,278,114,164,230,78,152,1346,494,852,12,5,7,0,0,0,Julio 2021
2021,Julio,LATINA,15892,6940,8952,192,74,118,1900,850,1050,3339,1461,1878,1082,425,657,6143,2921,3222,1137,484,653,481,154,327,1593,562,1031,25,9,16,0,0,0,Julio 2021
2021,Julio,CARABANCHEL,19269,8309,10960,124,52,72,1640,719,921,8134,3605,4529,1018,385,633,5651,2584,3067,928,369,559,398,125,273,1370,468,902,6,2,4,0,0,0,Julio 2021
2021,Julio,USERA,11601,4982,6619,58,30,28,3062,1384,1678,2942,1247,1695,592,214,378,3834,1677,2157,399,161,238,163,51,112,547,216,331,4,2,2,0,0,0,Julio 2021
2021,Julio,PUENTE DE VALLECAS,21077,9373,11704,703,298,405,2826,1240,1586,5648,2568,3080,1213,478,735,8728,4012,4716,803,360,443,237,76,161,906,337,569,13,4,9,0,0,0,Julio 2021
2021,Julio,MORATALAZ,5900,2528,3372,93,41,52,565,264,301,1725,747,978,318,130,188,2050,935,1115,333,129,204,187,56,131,624,223,401,5,3,2,0,0,0,Julio 2021
2021,Julio,CIUDAD LINEAL,12515,5409,7106,71,23,48,471,201,270,4339,1928,2411,593,245,348,4138,1900,2238,693,279,414,424,142,282,1763,689,1074,23,2,21,0,0,0,Julio 2021
2021,Julio,HORTALEZA,9486,3825,5661,115,39,76,522,242,280,2626,1114,1512,529,173,356,3048,1321,1727,562,224,338,419,143,276,1654,566,1088,11,3,8,0,0,0,Julio 2021
2021,Julio,VILLAVERDE,13065,5416,7649,75,32,43,781,328,453,5637,2392,3245,698,254,444,4543,1961,2582,580,217,363,196,50,146,551,180,371,4,2,2,0,0,0,Julio 2021
2021,Julio,VILLA DE VALLECAS,8323,3365,4958,119,43,76,1291,595,696,2535,1089,1446,469,157,312,2807,1118,1689,383,135,248,197,59,138,516,167,349,6,2,4,0,0,0,Julio 2021
2021,Julio,VICÁLVARO,5339,2226,3113,117,50,67,574,280,294,1736,750,986,330,121,209,1781,780,1001,287,97,190,143,32,111,369,116,253,2,0,2,0,0,0,Julio 2021
2021,Julio,SAN BLAS-CANILLEJAS,10629,4524,6105,69,22,47,551,243,308,3599,1579,2020,633,237,396,3985,1811,2174,608,243,365,274,79,195,903,308,595,7,2,5,0,0,0,Julio 2021
2021,Julio,BARAJAS,2251,926,1325,17,4,13,128,46,82,522,238,284,106,48,58,845,368,477,126,54,72,120,39,81,385,129,256,2,0,2,0,0,0,Julio 2021
2021,Agosto,MADRID,200565,86355,114210,2002,830,1172,17416,7835,9581,60858,27196,33662,10307,3971,6336,66131,29993,36138,10580,4354,6226,6184,2048,4136,26844,10043,16801,243,85,158,0,0,0,Agosto 2021
2021,Agosto,CENTRO,9573,4948,4625,66,37,29,574,309,265,3194,1732,1462,353,176,177,2685,1462,1223,412,200,212,342,155,187,1922,864,1058,25,13,12,0,0,0,Agosto 2021
2021,Agosto,ARGANZUELA,7860,3473,4387,49,23,26,281,149,132,1564,705,859,392,158,234,2616,1257,1359,575,281,294,425,160,265,1931,733,1198,27,7,20,0,0,0,Agosto 2021
2021,Agosto,RETIRO,4873,2102,2771,18,7,11,185,84,101,1398,639,759,169,74,95,1225,544,681,285,135,150,252,96,156,1334,521,813,7,2,5,0,0,0,Agosto 2021
2021,Agosto,SALAMANCA,5809,2398,3411,13,5,8,224,92,132,1923,792,1131,178,64,114,1340,612,728,300,124,176,265,88,177,1551,619,932,15,2,13,0,0,0,Agosto 2021
2021,Agosto,CHAMARTÍN,5589,2371,3218,26,10,16,196,95,101,1594,719,875,175,57,118,1442,648,794,274,105,169,273,97,176,1599,633,966,10,7,3,0,0,0,Agosto 2021
2021,Agosto,TETUÁN,9947,4272,5675,32,15,17,761,316,445,3870,1750,2120,422,160,262,2802,1236,1566,434,180,254,263,86,177,1357,528,829,6,1,5,0,0,0,Agosto 2021
